# Taylor Dome - High Resolution Oxygen Isotope and 10Be Data
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:2418
#
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/antarctica/taylor/hi18o_td.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2000
# --------------------
# Title 
#	Study_Name: Taylor Dome - High Resolution Oxygen Isotope and 10Be Data
# --------------------
# Investigators
#	Investigators: Steig, E.J.; Morse, D.L; Waddington, E.D.; Stuiver, M.; Grootes, P.M.  
# --------------------
# Description_and_Notes
#	Description: The delta 18O values were determined at the Quaternary Isotope Laboratory
#  (M. Stuiver, Box 351360, University of Washington, Seattle WA 98195, USA).
#  The time scale (st9810) is a combined timescale from geophysical
#  measurements, gas-correation with the GISP2 layer-counted 
#  chronology (central Greenland), and interpolation using gas and 
#  10-Be control points.  Details are given in Steig et al., 1999.
#
#  All of the data in this file are from samples bottled at the
#  University of New Hampshire.  Samples are "residue" from the UNH
#  automated melting system, used as a prep. system for ion 
#  chromatography measurements.  All ice was sampled at the National
#  Ice Core Laboratory.
# --------------------
# Publication
#	Authors: E.J. Steig, D.L. Morse, E.D. Waddington, M. Stuiver, and P.M. Grootes
#	Published_Date_or_Year: 2000
#	Published_Title: Wisconsinan and Holocene climate history from an ice core at Taylor Dome, western Ross Embayment, Antarctica 
#	Journal_Name: Geografiska Annaler
#	Volume: 82A
#	Edition: 	
#	Issue: 2-3
#	Pages: 213-235
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: Geochemical data and geophysical measurements from a 554-m ice-core from Taylor Dome, East Antarctica, provide the basis for climate reconstruction in the western Ross Embayment through the entire Wisconsinan and Holecene. In comparison with ice cores from central East and West Antarctica, Taylor Dome shows greater variance of temperature, snow accumulation, and aerosol concentrations, reflecting significant variability in atmospheric ciculation and air mass moisture content. Extreme aridity during the last glacial maximum at Taylor Dome reflects both colder temperatures and a shift in atmospheric circulation patterns associated with the advance of the Ross Sea ice sheet and accounts for regional alpine glacier retreats and high lake levels in the Dry Valleys. Inferred relationships between spatial accumulation gradients and ice sheet configuration indicate that advance of the Ross Sea ice sheet began in late marine isotope stage 5 or early stage 4. Precise dating of the Taylor Dome core achieved by trac-gas correlation with central Greenland ice cores shows that abrupt deglacial warming at Taylor Dome was near synchronous with the ~14.6ka warming in central Greenland and lags the general warming trend in other Antarctic ice cores by at least 3000 years. Delcaicl warming was following by a warm interval and transient cooling between 14.6 and 11.7ka, synchronous with the Bolling/Allerod warming and Younger Dryas cooling events in central Greenland, and out of phase with the Antarctic Cold Reversal recorded in the Byrd (West Antarctica) ice core. Rapid climate changes during marine isotope stages 4 and 3 at Taylor Dome are similar in character to, and may be in phase with, the Northern Hemisphere stadial-interstadial (Dansgaard-Oeschger) events. Results from Taylor Dome illustrate the importance of obtraining ice cores from multiple Anractic sites, to provide wide spatial coverage of past climate and ice dynamics. 
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
# --------------------
# Site_Information
#	Site_Name: Taylor Dome
#	Location: Antarctica
#	Country: 
#	Northernmost_Latitude: -77.78
#	Southernmost_Latitude: -77.78	 
#	Easternmost_Longitude: 158.72
#	Westernmost_Longitude: 158.72
#	Elevation: 2365m
# --------------------
# Data_Collection
#	Collection_Name: 00TayD01
#	Earliest_Year: 230.16
#	Most_Recent_Year: 0.0107 
#	Time Unit: ka
#
# --------------------
# Variables
#	
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_ka	Age,,,ka ,,,,,N
##d18O		dO18,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age_ka 	d18O
1.6204	-40.37
1.6229	-39.6
1.6254	-39.42
1.6279	-38.9
1.6303	-40.13
1.6328	-40.48
1.6358	999999
1.6377	-39.49
1.6401	-40.71
1.6426	-40.93
1.6451	-40.18
1.6475	-40.44
1.65	-40.68
1.6524	-39.2
1.6549	-39.47
1.6574	999999
1.6598	-39.78
1.6628	999999
1.6672	-39.18
1.6696	-39.04
1.6721	-39.83
1.6745	-39.83
1.677	-41.31
1.6789	-42.62
1.6819	-39.54
1.6844	-39.88
1.6868	-41.11
1.6893	-41.27
1.6917	-41.22
1.6942	-41.5
1.6967	-40.1
1.6991	-40.62
1.7016	-42.22
1.704	999999
1.7064	-41.53
1.7089	-40.52
1.7113	-42.05
1.7138	-42.44
1.7163	-40.64
1.7188	-38.63
1.7213	-40.63
1.7238	-41.41
1.7259	-40.03
1.7288	-39.12
1.7313	999999
1.7339	-40.96
1.7364	-40.99
1.7389	-39.89
1.7414	-40.09
1.7445	-39.89
1.7466	999999
1.7489	-40.66
1.7514	-38.03
1.7539	999999
1.7564	-38.49
1.7589	-40.2
1.7614	-41.31
1.7639	-41.49
1.7667	-39.96
1.7689	999999
1.7714	-41.57
1.7739	-41.72
1.7763	-40.28
1.7788	-39.92
1.7813	-38.31
1.7838	-38.71
1.7859	-40.51
1.7888	-41.46
1.7912	-41.56
1.7937	-40.08
1.7962	999999
1.7987	-39.79
1.8012	-40.39
1.8037	-41.02
1.8061	-39.84
1.8086	-39.47
1.811	-38.59
1.8136	-38.51
1.8161	999999
1.8186	-41.3
1.821	999999
1.8235	-42.61
1.826	-40.73
1.8285	-39.61
1.831	-39.83
1.8332	-39.73
1.836	999999
1.8385	-39.66
1.841	-39.93
1.8435	-39.91
1.8461	-40.12
1.8486	-41.1
1.8511	-40.42
1.8536	-39.67
1.8557	-40.38
1.8579	-41.37
1.8611	999999
1.8636	-40.51
1.8661	-38.76
1.8686	-38.56
1.8711	-38.73
1.8736	-39.24
1.8761	-39.7
1.8782	-39.87
1.8811	-41.8
1.8836	999999
1.8861	-42.54
1.8886	-39.06
1.8911	-37.57
1.8936	-38.35
1.8961	-39.94
1.8986	-41.44
1.9008	-41.13
1.9036	999999
1.9061	-40.99
1.9086	-40.46
1.9111	-39.04
1.9136	-37.06
1.9161	-36.55
1.9186	-37.25
1.9212	-39.8
1.9233	-41.19
1.9262	-39.11
1.9287	-40.61
1.9312	-41.3
1.9337	-41.12
1.9362	-41.27
1.9387	-40.09
1.9412	-38.68
1.9437	-40.33
1.9458	-39.99
1.9487	-39.1
1.9512	-39.51
1.9542	-38.79
1.9561	-38.89
1.9586	-39.05
1.9611	-38.26
1.9636	-38.43
1.9662	-40.5
1.9685	-39.53
1.9707	999999
1.9737	-40.06
1.9762	-39.61
1.9787	-41.37
1.9813	-40.28
1.9838	-38.81
1.9863	-38.86
1.9888	-39.09
1.9914	-39.14
1.9938	-40.69
1.9964	-40.66
1.9989	-40.14
2.0014	-39.32
2.0039	-38.66
2.0061	-39.84
2.009	-37.47
2.0115	-38.49
2.0143	-38.46
2.0165	-39.43
2.019	-38.39
2.0215	-39.61
2.0241	999999
2.0266	-40.37
2.0291	-41.64
2.0316	-41.57
2.0341	-38.76
2.0372	-39.53
2.0392	-42.21
2.0417	-42.18
2.0445	-41.52
2.0467	-40.43
2.0492	-40.76
2.0525	-41.69
2.0543	-41.46
2.0568	-40.29
2.0593	-39.64
2.0618	-38.09
2.0643	-36.59
2.0669	-39.23
2.0694	-40.67
2.0719	-41.95
2.0744	-42.49
2.0769	-43.31
2.0794	-41.44
2.082	999999
2.0853	-38.77
2.0871	-39.71
2.0897	-40.94
2.0922	-39.44
2.0948	-39.77
2.0974	-39.93
2.1	-40.69
2.1025	-39.37
2.1051	999999
2.1077	-39.73
2.1103	-38.29
2.1128	-39.38
2.1154	-42.17
2.118	-40.95
2.1206	999999
2.1232	-40.45
2.1257	-40.09
2.1283	-39.26
2.1302	-40.43
2.1334	-38.11
2.136	999999
2.1385	-40.37
2.1411	999999
2.1436	-43.66
2.1462	-41.2
2.1487	999999
2.1518	-36.83
2.1538	-37.92
2.1564	999999
2.1589	-39.78
2.1615	-39.3
2.1641	999999
2.1666	-40.85
2.1692	999999
2.1743	-41.32
2.1775	999999
2.1794	-37.65
2.1819	999999
2.1845	-38.19
2.187	-38.86
2.1896	999999
2.1916	-40.45
2.1947	999999
2.1972	-39.04
2.1998	999999
2.2049	-39.05
2.2075	-40.09
2.21	999999
2.2126	-39.92
2.2151	-40.29
2.2177	999999
2.2203	-41.19
2.2228	-40.7
2.2249	-38.87
2.228	-39.65
2.2305	-39.55
2.2331	-40.05
2.2357	-39.26
2.2382	-38.84
2.2408	999999
2.251	-39.18
2.2536	-40.88
2.2562	-42.11
2.2587	-42.13
2.2613	-40.22
2.2639	-41.33
2.2664	-40.15
2.269	-41.4
2.2715	-40.49
2.2741	-39.59
2.2767	-39.22
2.2792	-40.11
2.2818	999999
2.2844	-41
2.2869	999999
2.2895	-41.05
2.2921	-39.26
2.2946	999999
2.2967	-39.77
2.3023	-41.9
2.3048	-39.4
2.307	-39.51
2.3099	999999
2.3124	-39.79
2.3175	-40.83
2.3207	-42.27
2.323	-42.19
2.3251	999999
2.3277	-41.02
2.3302	-40.51
2.3328	999999
2.3353	-40.23
2.3378	-39.36
2.3404	999999
2.3429	-40.26
2.3455	-40.01
2.348	999999
2.3506	-40.99
2.3532	-40.6
2.3557	999999
2.3609	-43.03
2.3635	999999
2.3661	-38.96
2.369	-38.41
2.3713	999999
2.3739	-41.02
2.3764	999999
2.3816	-39.99
2.3842	999999
2.3894	-40.71
2.392	-39.45
2.3945	999999
2.3971	-39.68
2.3997	999999
2.41	-40.61
2.4126	-39.72
2.4151	999999
2.4178	-39.86
2.4203	-41.69
2.4228	-41.11
2.4254	-39.5
2.428	-39.34
2.4305	999999
2.4331	-39.59
2.4356	999999
2.4408	-40.61
2.4433	-40.56
2.4459	-39.56
2.448	-38.74
2.451	-38.38
2.4536	-38.88
2.4561	-39.33
2.4587	-39.11
2.4613	-40.07
2.4638	-41.11
2.4664	999999
2.469	-42.55
2.4715	-42.28
2.474	-39.78
2.4766	-38.27
2.4791	-39.64
2.4816	-40.66
2.4842	-40.22
2.4868	999999
2.4894	-42.83
2.492	-42.15
2.4946	-41.87
2.4971	-41.47
2.4997	-39.21
2.5023	-39.9
2.5049	-41.93
2.5075	-42.12
2.5101	-39.28
2.5127	-38.26
2.5153	-39.54
2.5179	-39.82
2.5205	999999
2.5231	-41.44
2.5256	-41.93
2.5282	-41.62
2.5308	-42.11
2.5334	-41.53
2.536	-41.04
2.5386	-39.5
2.5412	-39.24
2.5435	-39.95
2.5464	-40.25
2.549	-39.28
2.5516	-40.12
2.5541	-40.59
2.5567	-39.86
2.5593	-38.7
2.5619	-40.67
2.5645	-40.43
2.567	-39.65
2.5695	999999
2.572	-39.75
2.5745	999999
2.577	-40.75
2.5795	-41.99
2.5819	-40.28
2.5844	-38.45
2.5869	-38.54
2.5894	-37.78
2.5919	-39.03
2.5944	-40.17
2.5974	-38.45
2.5994	-39.27
2.6019	-37.74
2.6044	-37.88
2.6069	-37.8
2.6093	-39.36
2.6118	-41.33
2.6143	-39.7
2.6168	-38.76
2.6193	-37.5
2.6218	-38.9
2.6243	-41.88
2.6269	-42.12
2.6294	999999
2.632	-40.56
2.6345	-38.59
2.637	-34.36
2.6396	-38.81
2.6421	-40.15
2.6447	999999
2.6472	-39.81
2.6497	-40.59
2.6523	-41.72
2.6548	-42.13
2.6573	-41.75
2.6599	-40.93
2.6624	-39.88
2.665	-40.57
2.6675	999999
2.67	-41.93
2.6726	-39.96
2.6751	-39.38
2.6776	-39.08
2.6802	-37.93
2.6827	-37.8
2.6853	-39.36
2.6878	-39.05
2.6903	-39.52
2.6929	-40.33
2.6947	999999
2.6971	-42.44
2.7005	-41.25
2.703	-41.41
2.7056	999999
2.7081	-42.86
2.7106	-40.47
2.7132	999999
2.7157	-40.98
2.7183	-41.07
2.7208	-41.09
2.7233	-39.21
2.7259	-38.34
2.7284	-40.51
2.7316	-39.68
2.7335	-39.6
2.736	-40.73
2.7386	999999
2.7417	-39.11
2.7436	-38.94
2.7462	-40.1
2.7487	-41.55
2.7512	-39.29
2.7538	-37.38
2.7563	-37
2.7589	-36.99
2.7614	-37.59
2.764	-37.61
2.7666	-38.29
2.7692	-40.77
2.7718	-39.81
2.7743	-39
2.7769	999999
2.7795	-41.08
2.7821	-40.89
2.7847	-41.45
2.7873	-41.77
2.7899	-41.33
2.7925	-39.32
2.7951	-40.19
2.797	-40.84
2.8002	-39.28
2.8028	-38.44
2.8054	-39.19
2.808	-39.02
2.8106	-37.41
2.8132	-37.4
2.8158	999999
2.8184	-39.25
2.8209	-39.26
2.823	-39.92
2.8257	-39.6
2.8287	-39.56
2.8313	-39.9
2.8339	-38.53
2.8365	-37.8
2.8417	-40.66
2.8443	-41.33
2.8468	999999
2.8487	-41.02
2.852	-40.1
2.8546	-40.24
2.8572	-41.38
2.8598	999999
2.8624	-37.18
2.865	-37.81
2.8676	-39.05
2.8701	-41.65
2.8727	-41.27
2.8761	999999
2.8779	-40.43
2.8805	-41.49
2.8831	-41.58
2.8857	-41.06
2.8883	-39.23
2.8909	-37.81
2.8934	-39.62
2.896	-40.47
2.8986	999999
2.9012	-39.28
2.9038	-40.38
2.9064	-39.8
2.9091	-38.92
2.9117	-40.38
2.9144	-40.93
2.917	-39.01
2.9196	-39.06
2.9223	-38.71
2.9249	-38.53
2.9269	-39.72
2.9302	-39.74
2.9329	-39.18
2.9355	-40.19
2.938	-39.18
2.9408	999999
2.9434	-41.02
2.9461	-41.24
2.9487	-42.46
2.9507	-41.94
2.9531	-39.04
2.9567	-39.32
2.9593	-39.45
2.9619	-39.62
2.9646	-40.8
2.9672	-40.01
2.9699	-37.92
2.9725	-38.84
2.9752	-39.15
2.9771	-40.01
2.9801	-41.18
2.9831	-41.07
2.9857	-38.94
2.9884	-38.5
2.991	-39.76
2.9937	-39.07
2.9963	999999
2.999	-35.44
3.0012	-36.17
3.0036	-38.19
3.0069	-41.54
3.0095	-42.25
3.0122	-42.19
3.0148	-41.37
3.0175	-39.42
3.0201	-39.68
3.0228	-40.51
3.0254	-38.02
3.028	-38.09
3.03	-38.84
3.0333	-40.4
3.036	-39.55
3.0386	-38.62
3.0413	-38.1
3.0439	-40.26
3.0465	-41.36
3.0492	-39.73
3.0514	-38.4
3.0545	-38.51
3.0572	-38.56
3.0599	-38.75
3.0626	-37.75
3.0653	-38.32
3.068	-38.52
3.0707	-40.52
3.0733	-42.02
3.076	-39.73
3.0787	-37.94
3.0815	999999
3.0829	-39.03
3.0868	-40.04
3.0895	-39.06
3.0921	-39.96
3.0948	-39.46
3.0975	999999
3.1002	-37.95
3.1029	-38.2
3.1056	-38.67
3.1083	-38.25
3.1109	-39.45
3.1136	-40.04
3.1163	-37.59
3.119	-37.92
3.1217	-38.21
3.1244	-39.21
3.1271	-40.42
3.1298	-39.92
3.1324	-39.29
3.1351	-41.95
3.1378	999999
3.1405	-41.51
3.1432	-41
3.1459	-40.44
3.1486	-38.81
3.1512	-39.24
3.1539	-40.92
3.1566	-40.03
3.1593	-37.9
3.162	-38.97
3.1647	-40.39
3.1674	-39.77
3.17	-38.65
3.1727	-35.56
3.1754	-36.49
3.1781	-36.69
3.1808	-38.49
3.1835	-39.02
3.1862	-39.93
3.1889	-41.44
3.1915	-41.5
3.1942	-42.2
3.1969	-41.12
3.1996	999999
3.2024	-39.44
3.2051	-40.09
3.2078	-40.75
3.2106	-39.42
3.2133	-39.56
3.2161	-42.05
3.2195	-39.86
3.2216	-38.59
3.2243	-40.42
3.2271	-40.95
3.2298	-39.08
3.2326	-40.6
3.2353	999999
3.2379	-37.49
3.2408	-39.67
3.2436	-41
3.2463	-41.6
3.2491	-40.03
3.2518	-39.43
3.2546	-39.66
3.2573	-38.66
3.26	-39.45
3.2628	-39.27
3.2655	-37.91
3.2683	-36.38
3.271	-36.99
3.2738	-38.73
3.2765	-39.62
3.2793	-40.17
3.282	-40.28
3.2844	-39.33
3.2875	-38.84
3.2903	-38
3.2938	-39.62
3.2967	999999
3.2995	-40.33
3.3013	-39.4
3.304	-40.39
3.3067	-38.35
3.3095	-38.89
3.3122	-39.68
3.315	-40.13
3.3177	-40.89
3.3205	-42.78
3.3232	-40.95
3.326	-39.13
3.3287	-39.57
3.3324	-39.26
3.3342	-38.69
3.337	-41.09
3.3397	-41.18
3.3425	-43.43
3.3452	-43.6
3.348	-40.39
3.3507	-39.61
3.3535	-38.64
3.3563	999999
3.3591	-40.32
3.3619	-40.96
3.3647	-39.96
3.3675	-39
3.3703	-37.63
3.3731	-38.5
3.3759	-41.88
3.3787	-39.59
3.3815	-37.51
3.3843	-38.72
3.3871	-39.97
3.3899	-39.52
3.3927	-39.81
3.3955	-38.33
3.3983	-38.23
3.4011	-42.14
3.4039	999999
3.4067	-39.88
3.4095	-39.69
3.4123	999999
3.4151	-38.9
3.4179	-39.69
3.4207	-40.69
3.4235	-38.48
3.4264	-38.56
3.4291	-40.04
3.4319	-38.61
3.4347	-38.01
3.4375	-38.78
3.4403	-38.43
3.4431	-39.22
3.4459	-41.07
3.4494	-40.25
3.4515	-39.36
3.4543	-39.25
3.4571	-39.7
3.4599	-39.67
3.4655	-40.87
3.4683	-38.78
3.4711	-39.94
3.4739	-40.15
3.4767	-40.1
3.4795	-39.12
3.4823	-38.38
3.4851	-38.45
3.4879	-37.51
3.4907	-36.75
3.4935	-37.6
3.497	-39.27
3.4991	-40.35
3.5019	-40.2
3.5047	-39.59
3.5075	-37.72
3.5104	-39.29
3.5132	-39.01
3.5161	-39.89
3.519	-39.23
3.5218	-40.23
3.5247	-39.41
3.528	-39.76
3.5304	-39.27
3.5332	-38.13
3.5361	-37.8
3.5389	-37.31
3.5418	-38.16
3.5447	-40.15
3.5475	-38.94
3.5508	-38.59
3.5532	-39.64
3.5561	-40.29
3.5589	-39.19
3.5618	-41.04
3.5646	-40.08
3.5675	-39.86
3.5704	-42.91
3.5732	-39.83
3.5761	-37.96
3.5789	-40.25
3.5818	-39.6
3.5846	-39.56
3.5875	-39.25
3.5903	-39.9
3.5932	-39.32
3.5961	-37.43
3.5989	-38.93
3.6018	-39.5
3.6046	-39.55
3.6075	-39.95
3.6099	-40.37
3.6132	-39.35
3.616	999999
3.6189	-38.61
3.6213	-41.43
3.6246	-42
3.6275	-42.41
3.6303	-41.42
3.6332	-40.36
3.636	-38.77
3.6389	-38.3
3.6417	-39.49
3.6446	-39.39
3.6479	-39.05
3.6503	-41.04
3.6532	-39.37
3.656	-40.18
3.6589	-40
3.6617	-41.57
3.6646	-41.04
3.6675	-39.98
3.6704	-39.6
3.6734	-41.95
3.6763	-40.35
3.6792	-38.56
3.6821	-40.08
3.685	-40.4
3.688	-40.62
3.6909	-40.91
3.6938	-39.93
3.6967	999999
3.6996	-40.79
3.7026	-40.35
3.7055	-40.11
3.7084	-40.78
3.7113	-40.42
3.7142	-41.17
3.7172	-40.72
3.7201	-39.24
3.723	-37.87
3.7259	-38.72
3.7288	-41.36
3.7318	-40.13
3.7344	-40.9
3.7376	-39.7
3.7405	-39.36
3.7434	-38
3.7464	-38.06
3.7493	-39.05
3.7522	-39.71
3.7551	-38.67
3.758	-39.16
3.761	-38.95
3.7646	-40
3.7668	-39.36
3.7697	-39.8
3.7726	-39.34
3.7756	-39.19
3.7785	-39.18
3.7814	999999
3.7872	-36.86
3.7902	-38.74
3.7931	-39.42
3.796	-37.92
3.7989	-39.12
3.8018	-40.45
3.8048	-40.15
3.8077	-37.85
3.8106	999999
3.8135	-37.19
3.8157	-38.53
3.8194	-41.19
3.8223	-39.18
3.8252	-40.58
3.8282	-40.79
3.8311	-39.56
3.8341	-38.66
3.8371	-39.15
3.84	-38.17
3.843	-37.12
3.846	-38.89
3.8489	-37.96
3.8519	-37.31
3.8549	-38.88
3.8578	-40.16
3.8608	-39.98
3.8638	-38.11
3.8667	-38.41
3.8697	-37.76
3.8727	-38.76
3.8756	-39.53
3.8786	-39.89
3.8815	-38.68
3.8845	-40.16
3.8875	-42.06
3.8904	-41.51
3.8934	-38.73
3.8964	-39.33
3.8993	-40.72
3.9023	-39.11
3.9053	-39.49
3.9082	-39.64
3.9112	-39.56
3.9142	-39.96
3.9171	-40.64
3.9201	-37.72
3.9231	999999
3.926	-38.31
3.9286	-37.18
3.932	999999
3.9606	-40.01
3.9646	999999
3.9676	-37.93
3.9705	-38.8
3.9735	-40.2
3.9765	-39.83
3.9794	-38.84
3.9824	-40.23
3.9854	-38.99
3.9883	-40.1
3.9903	-38.73
3.9945	-37.75
3.9976	-37.88
4.0008	-38.33
4.0039	999999
4.0068	-38.87
4.0101	-40.39
4.0132	-40.82
4.0163	-39.35
4.0195	-38.36
4.0226	-39.97
4.0257	-39.34
4.0288	-40.78
4.0319	-41.06
4.035	-42.46
4.0382	-41.9
4.0413	-40.85
4.0444	-40.9
4.0475	-41.87
4.0506	-41.06
4.0537	-39.53
4.0568	-40.3
4.0592	-41.19
4.0631	-39.02
4.0662	-37.53
4.0693	-39.19
4.0724	-39.17
4.0755	-38.22
4.0787	-39.84
4.0818	-40.55
4.0866	-33.49
4.0922	-40.35
4.0985	999999
4.105	-39.75
4.1109	-40.42
4.1171	-41.06
4.1237	-39.64
4.1302	-40.73
4.1358	-39.38
4.1464	-38.37
4.1545	-39.33
4.1608	-38.97
4.1676	-38.74
4.1732	-39.96
4.1794	-40.75
4.1856	-38.78
4.1918	-39.37
4.198	-37.97
4.2042	-41.02
4.2104	-41.43
4.2166	-39.4
4.2228	-39.8
4.2289	-40.61
4.2351	-38.31
4.2413	-40.21
4.2475	-40.05
4.2537	-39.11
4.2599	-40
4.2661	-38.46
4.2723	-38.07
4.2785	-37.86
4.2909	-38.64
4.2971	-38.84
4.3033	-39.63
4.3095	-38.95
4.3157	-39.18
4.3219	-39.59
4.3281	-38.83
4.3343	-39.46
4.3407	-39.32
4.347	-38.48
4.3534	-40.58
4.3597	-39.1
4.3661	-38.87
4.3731	999999
4.3788	-39.83
4.3851	-39.54
4.3915	-39.68
4.3984	-41.6
4.4042	-41.47
4.4086	-40.3
4.4134	-40.18
4.4197	-39.16
4.4261	-40
4.4311	-39.38
4.4359	-40.95
4.4422	-40.36
4.4486	-38.65
4.4549	-39.59
4.4613	-39.74
4.4676	-39.71
4.4746	-38.69
4.4803	-36.94
4.4867	-37.2
4.493	-39.11
4.4994	-38.44
4.5057	-39.14
4.5123	-39.51
4.5189	-39.94
4.5255	-40.05
4.5321	999999
4.5387	-39.39
4.5454	-41.76
4.552	-39.98
4.5586	-37.49
4.5652	-38.96
4.5719	-39.89
4.5785	-40.04
4.5851	-39.61
4.5917	-38.88
4.5984	-37.76
4.605	-40.35
4.6116	-40.84
4.6182	-38.13
4.6249	999999
4.6557	-39.3
4.658	-40.27
4.6646	-39.53
4.6712	-39.02
4.6778	-37.8
4.6855	999999
4.6976	-39.79
4.7042	-38.78
4.7107	-38.76
4.7172	-38.12
4.7244	-39.9
4.7303	-38.81
4.7368	-38.77
4.7434	-39.57
4.7499	-40.43
4.7564	-39.29
4.763	-39.09
4.7695	-40.27
4.776	-41.16
4.7826	-39.98
4.7891	-41.81
4.7956	-41.41
4.8022	-41.3
4.8087	-40.4
4.8178	-40.42
4.8218	-41.02
4.8283	-38.73
4.8348	-39.05
4.8414	-39.77
4.8479	-38.12
4.8544	-38.48
4.861	-39.54
4.8675	-38.98
4.8741	-39.62
4.8809	-38.23
4.8877	-39.06
4.8945	-39.83
4.9012	-39.78
4.908	-38.57
4.9148	-39.04
4.9216	-39.92
4.9283	-40.81
4.9351	-39.72
4.9419	-40.03
4.9487	-40.92
4.9554	-40
4.9622	-39.19
4.969	-39.32
4.9758	-39.95
4.9826	-39.91
4.9893	-41.04
4.9961	-39.4
5.0029	-40
5.0097	-40
5.0164	-41.78
5.0232	-38.67
5.03	-39.9
5.0368	-37.15
5.0435	-38.92
5.0503	-39.09
5.0578	-38.71
5.0641	-39.16
5.0711	-39.11
5.0781	-40.93
5.0851	-39.37
5.0921	-38.67
5.0991	-40.93
5.1061	-40.61
5.1131	-39.51
5.1202	-38.28
5.1272	-39.33
5.1342	-40.12
5.1412	-39.27
5.1482	-40.95
5.1552	-39.17
5.1622	-38.66
5.1692	-38.52
5.1763	-38.69
5.1833	999999
5.2001	-39.86
5.2043	-39.34
5.2113	999999
5.2253	-39.45
5.2341	-39.05
5.2394	-37.87
5.2464	-39.09
5.2534	-39.9
5.2606	-40.19
5.2677	-39.66
5.2749	-39.7
5.282	-39.73
5.2892	-40.05
5.2963	-39.59
5.3035	-38.28
5.3107	-38.9
5.3178	-38.14
5.325	-39.58
5.3321	-39.65
5.3393	-39.67
5.3464	-38.64
5.3536	-38.57
5.3607	-39.31
5.3679	-39
5.3761	-39.95
5.3822	-39.09
5.3894	-39.75
5.3965	-39.57
5.4037	-39.94
5.4119	-37.76
5.4205	-38.84
5.4252	-37.01
5.4323	-36.67
5.4395	-39.53
5.4466	-38.65
5.4539	-39.73
5.4612	999999
5.4686	-40.74
5.4759	-39.6
5.4833	-40.45
5.4906	-39.55
5.498	-37.38
5.5053	-38.95
5.5126	-39.74
5.52	-39.85
5.5273	-38.7
5.5347	-39.48
5.542	-40.33
5.5494	-40.75
5.5567	-39.14
5.5641	-37.64
5.5714	999999
5.5788	-38.9
5.5861	-38.53
5.5935	-41.84
5.6008	-40.26
5.6081	-40.22
5.6155	-38.45
5.6228	-39.63
5.6302	-38.83
5.6375	-38.7
5.6449	-37.05
5.6522	-37.23
5.6598	-39.96
5.6673	-40.54
5.6749	-39.02
5.6824	-37.11
5.69	-39
5.6976	-38.44
5.7051	999999
5.7127	-38.79
5.7202	999999
5.7278	-37.74
5.7354	-37.47
5.7429	-37.71
5.7505	-37.76
5.758	-37.84
5.7656	-38.61
5.7732	-39.83
5.7818	-39.93
5.7883	-38.88
5.7958	999999
5.8034	-37.83
5.811	-39.03
5.8185	999999
5.8261	-38.32
5.8336	-39.14
5.8412	-38.94
5.8488	-38.67
5.8563	-38.73
5.8639	-38.11
5.8717	-37.5
5.8794	-40.76
5.8872	-38.08
5.895	-37.92
5.9027	-38.83
5.9105	-40
5.9182	-40.47
5.926	-38.26
5.9338	-38.7
5.9415	-38.3
5.9493	-38.89
5.957	-39.38
5.9648	-39.57
5.9725	-37.82
5.9803	-37.94
5.9881	-39.25
5.995	-38.19
6.0036	-38.85
6.0113	-39.32
6.0191	999999
6.0269	-37.8
6.0346	999999
6.0482	-39.41
6.0521	-38.64
6.0579	-37.91
6.0657	-37.61
6.0734	-39.82
6.0813	-38.47
6.0893	-37.4
6.0973	-38.25
6.1053	-41.1
6.1133	-39.19
6.1214	-38.96
6.1294	-37.66
6.1374	-37.76
6.1454	-38.87
6.1534	-39.69
6.1614	-38.82
6.1694	999999
6.2375	-40.27
6.2455	-38.8
6.2535	-37.79
6.2611	-39.16
6.2675	-38.81
6.2735	-38.29
6.2815	-38.87
6.2895	-37.64
6.2975	-38.31
6.3057	-38.42
6.314	-39.88
6.3223	-40.4
6.3305	-36.66
6.3388	-38.27
6.347	-40.47
6.3553	-37.81
6.3635	-39.57
6.3718	-38.16
6.38	-39.84
6.3883	-37.75
6.3965	-38.69
6.4048	-39
6.413	-37.89
6.4213	-39.13
6.4295	-38.44
6.4378	-38.49
6.446	-37.05
6.4543	-38.11
6.4625	-39.03
6.4708	-38.53
6.479	-38.84
6.4873	-38.64
