# Tarawa Coral Stable Isotope and Geochemistry Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:1845
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/readme_tarawa.txt
# Original_Source_URL: http://www.ncdc.noaa.gov/paleo/image/coral/tar39c13.gif
# Original_Source_URL: http://www.ncdc.noaa.gov/paleo/image/coral/tar39o18.gif
# Original_Source_URL: http://www.ncdc.noaa.gov/paleo/image/coral/tar44c13.gif
# Original_Source_URL: http://www.ncdc.noaa.gov/paleo/image/coral/tar44o18.gif
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 1994-06
#--------------------
# Title
#	Study_Name: Tarawa Coral Stable Isotope and Geochemistry Data
#--------------------
# Investigators
#       Investigators: Cole, J. E.; Fairbanks, R. G.; Shen, G. T.
#--------------------
# Description_and_Notes
#	Description: High-resolution (monthly) coral stable isotope and Mn/Ca  from Tarawa Atoll, Republic of Kiribati. Included are 20 year  (1959-1979 AD) records of d13C and d18O (Cole and Fairbanks, 1990)  and Mn/Ca (Shen et al. 1992), plus a 96 year (1894 - 1990 AD)  record of d18O (Cole et al. 1993). Data are stable isotope data presented by Cole and Fairbanks (1990)  and Mn/Ca data presented by Shen et al. (1992) for 1959-1979 AD,  and d18O data presented by Cole, Fairbanks, and Shen (1993) for  the years 1894-1990.  All stable isotopes were measured on  untreated coral samples at Lamont-Doherty Earth Observatory by  J. Cole and R. Fairbanks, on a Finnigan MAT-251 mass spectrometer  with automated Carousel-48 carbonate device.  Raw values are in  standard per mil notation relative to PDB. For normalization in  Cole et al. 1993, we subtracted the monthly mean from each monthly  value and divided by the standard deviation of the full dataset.  Measurement precisions are 0.08 per mil for d18O and 0.04 per mil  for d13C. Mn/Ca measurements were performed at the University of  Washington by G. Shen and L. Linn by graphite furnace atomic  absorption spectrophotometry; only coral LDGO-44 was analyzed  for Mn/Ca. Sample treatment procedures are described in  Shen et al. (1992). Average departures from duplicate means  are 1.6 nmol Mn/mol Ca. Ages for all samples in this file  were derived from annual variations in d13C, assumed to  correspond with annual rainy seasons as described in Cole  and Fairbanks (1990).  Density banding confirms these ages  for LDGO-44 samples, but coral LDGO-39 did not exhibit  clearly annual banding patterns. For Mn/Ca data prior to  1962 in LDGO-44, ages were determined by extrapolation  based on density band data, as isotopic data only extends  to 1962 in LDGO-44. 
#--------------------
# Publication 
#       Authors: Cole, J. E.; Fairbanks, R. G.; Shen, G. T.
#       Published_Date_or_Year: 1993-06-18     
#       Published_Title: The Spectrum of Recent Variability in the Southern Oscillation:  Results from a Tarawa Atoll Coral.
#       Journal_Name: Science
#       Volume: 260
#       Edition: 
#       Issue: 5115
#       Pages: 1790-1793
#       DOI: 10.1126/science.260.5115.1790
#       Online_Resource: 
#       Full_Citation: Cole, J.E., R.G. Fairbanks, and G.T. Shen. 1993.  The Spectrum of Recent Variability in the Southern Oscillation:  Results from a Tarawa Atoll Coral.  Vol. 260, no. 5115, pp. 1790-1793, 18 June 1993.  DOI:10.1126/science.260.5115.1790 
#       Abstract: In the western tropical Pacific, the interannual migration of  the Indonesian Low convective system causes changes in rainfall  that dominate the regional signature of the El Ni�o-Southern  Oscillation (ENSO) system. A 96-year oxygen isotope record from  a Tarawa Atoll coral (1�N, 172�E) reflects regional convective  activity through rainfall-induced salinity changes. This monthly  resolution record spans twice the length of the local climatological  record and provides a history of ENSO variability comparable  in quality with those derived from instrumental climate data.  Comparison of this coral record with a historical chronology  of EI Ni�o events indicates that climate anomalies in coastal  South America are occasionally decoupled from Pacific-wide ENSO  extremes. Spectral analysis suggests that the distribution of  variance in this record has shifted among annual to interannual  periods during the present century, concurrent with observed  changes in the strength of the Southern Oscillation.
#--------------------
# Publication 
#       Authors: Cole, J. E.; Fairbanks, R. G.
#       Published_Date_or_Year: 1990     
#       Published_Title: The Southern Oscillation recorded in the d18O of corals  from Tarawa Atoll. 
#       Journal_Name: Paleoceanography
#       Volume: 5
#       Edition: 
#       Issue: 5
#       Pages: 669-683
#       DOI: 10.1029/PA005i005p00669
#       Online_Resource: 
#       Full_Citation: Cole, J.E., and R.G. Fairbanks. 1990.  The Southern Oscillation recorded in the d18O of corals  from Tarawa Atoll.  Paleoceanography, Vol. 5, No. 5, pp. 669-683.  doi:10.1029/PA005i005p00669 
#       Abstract: In the western equatorial Pacific, the El Ni�o/Southern Oscillation  (ENSO) phenomenon is characterized by precipitation variability  associated with the migration of the Indonesian low pressure cell  to the region of the date line and the equator. During ENSO events,  Tarawa Atoll (1�N, 172�E) experiences heavy rainfall which has an  estimated d18O of about -8 to -10� d18OSMOW. At Tarawa, sufficient  precipitation of this composition falls during ENSO events to alter  the d18O and the salinity of the surface waters. Oxygen isotope  records from two corals collected off the reef crest of Tarawa  reflect rainfall variations associated with both weak and strong  ENSO conditions, with approximately monthly resolution.  Coral skeletal d18O variations due to small sea surface temperature  (SST) changes are secondary. These records demonstrate the remarkable  ability of this technique to reconstruct variations in the position  of the Indonesian Low from coral d18O records in the western  equatorial Pacific, a region which has few paleoclimatic records.  The coral isotopic data correctly resolve the relative magnitudes  of recent variations in the Southern Oscillation Index.  Combining the Tarawa record with an oxygen isotopic history  from a Gal�pagos Islands coral demonstrates the ability to  distinguish the meteorologic (precipitation) and oceanographic  (SST) anomalies that characterize ENSO events across the Pacific  Basin over the period of common record (1960�1979). Comparison of  the intensity of climatic anomalies at these two sites yields  insight into the spatial variability of ENSO events.  Isotope records from older corals can provide high-resolution,  Pacific-wide reconstructions of ENSO behavior during periods  of different climate boundary conditions. 
#--------------------
# Publication 
#       Authors: Shen, G. T.; Linn, L. J.; Campbell, T. M.; Cole, J. E.
#       Published_Date_or_Year: 1992    
#       Published_Title: A chemical indicator of trade wind reversal in corals  from the western tropical Pacific.
#       Journal_Name: Journal of Geophysical Research
#       Volume: 97
#       Edition: 
#       Issue: 
#       Pages: 12,689-12,697
#       DOI: 10.1029/92JC00951
#       Online_Resource: 
#       Full_Citation: Shen, G.T., L.J. Linn, T.M. Campbell, J.E. Cole,  and R.G. Fairbanks. 1992.  A chemical indicator of trade wind reversal in corals  from the western tropical Pacific.  Journal of Geophysical Research, Vol. 97, C8, pp. 12,689-12,697.  doi:10.1029/92JC00951 
#       Abstract: Historical levels of manganese have been measured in the annual  rings of a reef coral from Tarawa atoll (1�30'N, 173�E) in order  to assess the temporal variability of this trace element in  surface waters of the western tropical Pacific. Seasonal  variability associated with vertical mixing is not apparent  as is the case in the eastern Pacific; however, Mn/Ca ratios  are highly perturbed during three El Ni�o-Southern Oscillation  (ENSO) events (1965, 1972, 1976) that occurred within the growth  period 1960�1977. For approximately 6 months during each of these  events, Mn/Ca ratios increase by 50-80% from a background of 27  nmol Mn/mol Ca. These features co-occur with negative d18O pulses  recorded in the same coral which result from anomalously abundant  rainfall. Wet deposition of Mn, however, does not appear to be an  adequate source to account for the inferred surface ocean  enrichments. The most plausible explanation has to do with the  transient appearance of westerly winds along the equator during  ENSO periods. Particularly vigorous westerly wind "bursts"  (sometimes averaging 10 m/sec or more over 16 hours) during  the aforementioned years may have generated wind waves of  sufficient strength to create an aura of particulate and  diagenetically remobilized Mn from within the shallow westward  facing lagoon of Tarawa. This interpretation is supported by  relatively high Mn concentrations measured in pore waters of  Tarawa lagoon sediments. The results suggest a useful new  chemical tracer of historical ENSO conditions in the western  Pacific basin. 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Tarawa Atoll, Republic of Kiribati
#       Location: Ocean>Pacific Ocean>Central Pacific Ocean>Kiribati
#	Country: Republic of Kiribati 
#	Northernmost_Latitude: 1 
# 	Southernmost_Latitude: 1 
# 	Easternmost_Longitude: 172 
# 	Westernmost_Longitude: 172 
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 93tara02a 
#	Earliest_Year: 1894 
#	Most_Recent_Year: 1990 
#	Time_Unit: Year AD 
#	Core_Length: .26 m
#	Notes: Original core name- LDGO-44
#------------------
# Species
#	Species_Name: Hydnophora microconos
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 	
#----------------	
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##depth_mm	depth of sample, , , mm, , Corals and Sclerosponges, , ,N
##age_AD	age, , ,years AD, , Corals and Sclerosponges, , ,N
##del18o	raw delta 18 Oxygen, Hydnophora microconos, , per mil VPDB, , Corals and Sclerosponges, , instrument: Finnigan MAT-251 mass spectrometer,N 				
##del13c	delta 13 Carbon, Hydnophora microconos, , per mil VPDB, , Corals and Sclerosponges, , instrument: Finnigan MAT-251 mass spectrometer,N
##Mn/Ca	Manganese Calcium ratio, Hydnophora microconos, , nmol/mol, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
depth_mm	age_AD	del18o	del13c	Mn/Ca
1	1977.50	-4.818	0.403	NAN
2	1977.44	-4.983	-0.096	NAN
3	1977.39	-4.709	-0.335	NAN
4	1977.33	-4.878	0.21	38.4
5	1977.28	-4.814	0.076	NAN
6	1977.22	-4.746	-0.328	20.7
7	1977.17	-5.055	-0.216	NAN
8	1977.11	-4.578	-0.521	NAN
9	1977.06	-4.792	-0.815	NAN
10	1977.00	-5.035	-1.05	34.4
11	1976.89	-4.965	-0.675	NAN
12	1976.78	-5.02	-0.897	NAN
13	1976.67	-4.942	-0.656	NAN
14	1976.56	-5.065	-0.816	36.8
15	1976.44	-5.129	-0.774	NAN
16	1976.33	-4.957	-0.569	NAN
17	1976.22	-5.064	-0.829	NAN
18	1976.11	-5.016	-0.93	30.8
19	1976.00	-4.857	-1.065	NAN
20	1975.95	-4.58	-0.827	NAN
21	1975.90	-4.958	-1.001	NAN
22	1975.85	-4.732	-0.573	25.6
23	1975.80	-4.741	-0.1	NAN
24	1975.75	-4.548	0.288	NAN
25	1975.70	-4.596	0.538	NAN
26	1975.65	-4.617	-0.044	NAN
27	1975.60	-4.394	-0.248	22.5
28	1975.55	-4.473	0.212	NAN
29	1975.50	-4.39	0.491	20.4
30	1975.45	-4.412	0.595	NAN
31	1975.40	-4.632	0.384	NAN
32	1975.35	-4.427	0.639	25.5
33	1975.30	-4.348	0.599	NAN
34	1975.25	-4.567	-0.009	NAN
35	1975.20	-4.544	-0.12	21.4
36	1975.15	-4.562	0	NAN
37	1975.10	-4.641	-0.056	NAN
38	1975.05	-4.749	-0.69	24.3
39	1975.00	-4.844	-0.811	NAN
40	1974.93	-4.664	-0.329	NAN
41	1974.86	-4.563	-0.224	23.9
42	1974.79	-4.645	-0.201	NAN
43	1974.71	-4.367	-0.146	NAN
44	1974.64	-4.585	0.018	NAN
45	1974.57	-4.595	0.171	26.8
46	1974.50	-4.499	0.67	NAN
47	1974.43	-4.726	0.221	NAN
48	1974.36	-4.67	-0.083	26.8
49	1974.29	-4.75	-0.483	NAN
50	1974.21	-4.904	-0.464	NAN
51	1974.14	-4.966	-0.563	NAN
52	1974.07	-4.825	-0.552	27.6
53	1974.00	-4.439	-0.584	NAN
54	1973.94	-4.531	-0.501	NAN
55	1973.88	-4.699	-0.392	NAN
56	1973.82	NAN	NAN	34.2
57	1973.77	NAN	NAN	NAN
58	1973.71	-4.863	-0.287	NAN
59	1973.65	-4.522	0.262	NAN
60	1973.59	-4.817	0.325	NAN
61	1973.53	-4.45	1.051	26.5
62	1973.47	-4.363	0.713	NAN
63	1973.41	-4.185	0.432	NAN
64	1973.35	NAN	NAN	20.7
65	1973.29	-4.538	-0.369	NAN
66	1973.24	-4.691	-0.509	NAN
67	1973.18	-4.695	-0.629	NAN
68	1973.12	-4.78	-0.843	30.6
69	1973.06	-4.968	-1.093	NAN
70	1973.00	-5.134	-1.337	NAN
71	1972.95	-5.163	-1.053	NAN
72	1972.90	-5.182	-0.848	NAN
73	1972.84	-5.184	-0.774	39.8
74	1972.79	-5.025	-0.734	NAN
75	1972.74	-5.175	-0.693	NAN
76	1972.68	-5.185	-0.496	NAN
77	1972.63	-5.126	-0.308	39.2
78	1972.58	-5.01	-0.146	NAN
79	1972.53	-5.002	0.15	NAN
80	1972.47	-4.915	0.174	NAN
81	1972.42	NAN	NAN	26.7
82	1972.37	-4.739	-0.274	NAN
83	1972.32	-4.786	-0.371	NAN
84	1972.26	-4.456	-0.486	NAN
85	1972.21	-4.507	-0.516	27.5
86	1972.16	-4.553	-0.672	NAN
87	1972.11	-4.566	-0.692	NAN
88	1972.05	-4.559	-0.808	NAN
89	1972.00	-4.629	-0.826	21.1
90	1971.90	-4.477	-0.436	NAN
91	1971.80	-4.505	0.311	NAN
92	1971.70	-4.598	0.073	NAN
93	1971.60	-4.372	0.345	25.7
94	1971.50	-4.382	0.366	NAN
95	1971.40	-4.55	0.177	NAN
96	1971.30	-4.646	-0.582	NAN
97	1971.20	-4.586	-1.077	26.5
98	1971.10	-4.347	-0.949	NAN
99	1971.00	-4.374	-1.066	NAN
100	1970.95	-4.319	-0.956	23.8
101	1970.90	-4.395	-0.901	NAN
102	1970.85	-4.365	-1.028	NAN
103	1970.80	-4.324	-0.954	NAN
104	1970.75	NAN	NAN	24.2
105	1970.70	NAN	NAN	NAN
106	1970.65	-4.568	-0.595	NAN
107	1970.60	-4.544	-0.071	22.8
108	1970.55	-4.599	0.043	NAN
109	1970.50	-4.437	-0.126	NAN
110	1970.45	-4.547	-0.475	NAN
111	1970.40	-4.807	-0.314	24.2
112	1970.35	-4.89	-0.78	NAN
113	1970.30	-4.566	-0.952	NAN
114	1970.25	-4.763	-1.189	NAN
115	1970.20	-4.605	-1.03	21.6
116	1970.15	-4.656	-1.068	NAN
117	1970.10	-4.734	-0.968	NAN
118	1970.05	-4.878	-1.362	NAN
119	1970.00	-4.848	-1.408	23.2
120	1969.92	-4.83	-1.147	NAN
121	1969.85	-4.877	-0.936	NAN
122	1969.77	-4.939	-0.505	NAN
123	1969.69	-4.867	-0.197	20.7
124	1969.62	-4.683	0.021	NAN
125	1969.54	-4.885	-0.025	NAN
126	1969.46	-4.777	-0.367	NAN
127	1969.39	-4.698	-0.367	23.2
128	1969.31	-4.631	-0.899	NAN
129	1969.23	-4.734	-0.924	NAN
130	1969.15	-4.762	-0.724	NAN
131	1969.08	-4.918	-1.089	28.6
132	1969.00	-4.911	-1.09	NAN
133	1968.94	-4.992	-0.874	NAN
134	1968.88	-5.034	-0.91	24.9
135	1968.81	-5.049	-0.663	NAN
136	1968.75	-4.743	-0.674	NAN
137	1968.69	-4.632	-0.261	26.3
138	1968.63	-4.767	0.046	NAN
139	1968.56	-4.729	0.319	NAN
140	1968.50	-4.651	0.314	NAN
141	1968.44	-4.653	0.07	23.9
142	1968.38	-4.753	-0.55	NAN
143	1968.31	-4.646	-0.412	NAN
144	1968.25	-4.671	-0.562	NAN
145	1968.19	-4.686	-0.606	23.3
146	1968.13	-4.765	-0.553	NAN
147	1968.06	-4.753	-0.392	NAN
148	1968.00	-4.91	-0.812	NAN
149	1967.92	-4.735	-0.697	28.2
150	1967.85	-4.561	-0.27	NAN
151	1967.77	-4.792	-0.439	NAN
152	1967.69	-4.572	0.156	NAN
153	1967.62	-4.525	0.301	28.6
154	1967.54	-4.697	0.398	NAN
155	1967.46	-4.36	0.641	NAN
156	1967.39	-4.644	0.155	23.2
157	1967.31	-4.628	-0.188	NAN
158	1967.23	-4.547	-0.246	NAN
159	1967.15	-4.503	-0.456	NAN
160	1967.08	-4.463	-0.577	23.6
161	1967.00	-4.571	-0.666	NAN
162	1966.90	-4.76	-0.465	NAN
163	1966.80	-4.765	-0.525	NAN
164	1966.70	-4.808	-0.5	NAN
165	1966.60	-4.785	0.175	27.3
166	1966.50	-4.882	0.302	NAN
167	1966.40	-4.94	0.041	NAN
168	1966.30	-4.714	0.096	NAN
169	1966.20	-4.856	-0.193	NAN
170	1966.10	-4.883	-0.636	26
171	1966.00	-4.857	-0.951	NAN
172	1965.91	-4.776	-0.522	27.5
173	1965.82	-4.965	-0.531	NAN
174	1965.73	-5.063	-0.466	28.6
175	1965.64	-5.008	-0.516	NAN
176	1965.55	-4.996	-0.386	44.7
177	1965.46	-5.077	-0.065	NAN
178	1965.36	-5.139	0.39	NAN
179	1965.27	-5.215	0.143	47
180	1965.18	-5.039	-0.393	NAN
181	1965.09	-4.775	-0.683	NAN
182	1965.00	-5.022	-0.935	26.5
183	1964.95	-4.834	-0.854	NAN
184	1964.90	-4.461	-0.699	NAN
185	1964.84	-4.831	-0.92	NAN
186	1964.79	-4.649	-0.617	32.1
187	1964.74	-4.471	-0.548	NAN
188	1964.68	-4.374	-0.764	NAN
189	1964.63	-4.448	-0.411	28.6
190	1964.58	-4.524	-0.381	NAN
191	1964.53	-4.574	-0.226	NAN
192	1964.47	-4.43	0.1	24.6
193	1964.42	-4.55	0.157	NAN
194	1964.37	-4.473	-0.021	NAN
195	1964.32	-4.501	-0.034	NAN
196	1964.26	-4.6	-0.196	17.8
197	1964.21	-4.691	-0.506	NAN
198	1964.16	-4.802	-0.551	NAN
199	1964.11	-4.825	-0.651	23.3
200	1964.05	-4.934	-0.979	NAN
201	1964.00	-4.985	-1.203	NAN
202	1963.92	-5.115	-1.039	31.8
203	1963.85	-4.853	-0.682	NAN
204	1963.77	-4.77	-0.364	NAN
205	1963.69	-4.632	0.155	28.9
206	1963.62	-4.497	0.369	NAN
207	1963.54	-4.207	-0.168	NAN
208	1963.46	-4.48	-0.094	25.5
209	1963.39	-4.579	-0.431	NAN
210	1963.31	-4.671	-0.523	NAN
211	1963.23	-4.561	-0.577	NAN
212	1963.15	-4.925	-0.975	27.3
213	1963.08	-4.63	-0.858	NAN
214	1963.00	-4.734	-0.976	NAN
215	1962.89	-4.769	-0.479	NAN
216	1962.77	-4.573	-0.703	22.8
217	1962.66	-4.685	-0.051	NAN
218	1962.54	-4.211	0.386	NAN
219	1962.43	-4.37	0.551	28
220	1962.31	-4.805	-0.141	NAN
221	1962.20	-4.812	-0.707	NAN
NAN	1962.10	NAN	NAN	19.9
NAN	NAN	NAN	NAN	NAN
NAN	1961.75	NAN	NAN	NAN
NAN	NAN	NAN	NAN	NAN
NAN	1961.63	NAN	NAN	25.8
NAN	NAN	NAN	NAN	NAN
NAN	1961.50	NAN	NAN	NAN
NAN	1961.40	NAN	NAN	28.6
NAN	NAN	NAN	NAN	NAN
NAN	1961.25	NAN	NAN	NAN
NAN	1961.20	NAN	NAN	25.4
