# Annual mean of d18O of firn core DML12C98_17
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: 
#
# Original_Source_URL: 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2015
# --------------------
# Title 
#	Study_Name: Annual mean of d18O of firn core DML12C98_17
#
# --------------------
# Investigators
#	Investigators: Graf, W.; Oerter, H.; Reinwarth, O.; Stichler, W.; Wilhelms, F.; Miller, H.; Mulvaney, R.  
# -------------------- 
# Description_and_Notes
#	Description: 
#
# --------------------
# Publication
#	Authors: Wolfgang Graf, Hans Oerter, Oskar Reinwarth, Willibald Stichler, Frank Wilhelms, Heinz Miller, Robert Mulvaney
#	Published_Date_or_Year: 2002
#	Published_Title: Stable isotope recoreds from Dronning Maud Land, Antarctica
#	Journal_Name: Journal of Geophysical Research
#	Volume: 35
#	Edition: 	
#	Issue:
#	Pages: 195-201
#	DOI:  doi:10.3189/172756402781816492
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: The European Project for Ice Coring in Antarctica (EPICA) includes a comprehensive pre-site survey on the inland ice plateau of Dronning Maud Land. This paper focuses on the investigation of the 18O content of shallow firn and ice cores. These cores were dated by profiles derived from dielectric-profiling and continuous flow analysis measurements. The individual records were stacked in order to obtain composite chronologies of 18O contents and accumulation rates with enhanced signal-to-noise variance ratios.These chronologies document variations in the last 200 and 1000 years.The 18O contents and accumulation rates decreased in the 19th century and increased during the 20th century.Using the empirical relationships between stable isotopes, accumulation rates and the 10m firn temperature, the variation of both parameters can be explained by the same temperature history.But other causes for these variations, such as the build-up of the snow cover, cannot be excluded. A marked feature of the 1000 year chronology occurs during the period AD 1180-1530 when the 18O contents remains below the long-term mean. Cross-correlation analyses between five cores from the Weddell Sea region and Dronning Maud Land show that 18O records can in some periods be positively correlated and in others negatively correlated, indicating a complex climatic history in time and space.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant: 
# --------------------
# Site_Information
#	Site_Name: Dronning Maud Land
#	Location: Antarctica
#	Country:  
#	Northernmost_Latitude: -75.001
#	Southernmost_Latitude: -75.001
#	Easternmost_Longitude: -6.498
#	Westernmost_Longitude: -6.498
#	Elevation: 2680m
# --------------------
# Data_Collection
#	Collection_Name: 02Dron06
#	Earliest_Year: 1801
#	Most_Recent_Year: 1997
#	Time Unit: AD
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_AD	Age,,,year AD,,,,,N
##d18O 		dO18,,,per mil SMOW,,ice cores,,,N
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age_AD	d18O
1997	-42.34
1996	-41.68
1995	-41.13
1994	-42.27
1993	-42.91
1992	-44.78
1991	-43.28
1990	-41.49
1989	-42.49
1988	-42.57
1987	-43
1986	-43.37
1985	-44.29
1984	-44.1
1983	-43.16
1982	-41.99
1981	-39.42
1980	-41.62
1979	-42.97
1978	-42.5
1977	-42.03
1976	-42.08
1975	-39.95
1974	-41.46
1973	-44.86
1972	-42.11
1971	-44.48
1970	-44.87
1969	-43.47
1968	-43.69
1967	-43.5
1966	-42.59
1965	-40.61
1964	-40.97
1963	-43.33
1962	-42.57
1961	-41.53
1960	-41.9
1959	-43.77
1958	-42.3
1957	-44.29
1956	-44.1
1955	-42.7
1954	-42.72
1953	-45.05
1952	-44.88
1951	-43.43
1950	-43.48
1949	-43.76
1948	-45.8
1947	-44.62
1946	-43.07
1945	-41.74
1944	-42.52
1943	-43.45
1942	-44.86
1941	-44.27
1940	-43.66
1939	-41.89
1938	-40.61
1937	-40.31
1936	-40.41
1935	-42.46
1934	-42.93
1933	-40.17
1932	-41.11
1931	-41.66
1930	-41.33
1929	-42.73
1928	-44.22
1927	-42.93
1926	-43.17
1925	-43.42
1924	-42.57
1923	-44.25
1922	-42.77
1921	-40.88
1920	-43.38
1919	-44.14
1918	-44.67
1917	-44.34
1916	-42.61
1915	-41.98
1914	-41.52
1913	-40.85
1912	-41.9
1911	-43.19
1910	-43.72
1909	-45.12
1908	-45.91
1907	-45.75
1906	-43.02
1905	-41.61
1904	-41.56
1903	-42.49
1902	-43
1901	-43.57
1900	-43.96
1899	-43.87
1898	-43.17
1897	-43.87
1896	-44.3
1895	-43.04
1894	-43.38
1893	-44.43
1892	-43.1
1891	NAN
1890	-43.55
1889	-44.72
1888	-45.04
1887	-44.72
1886	-44.8
1885	-43.97
1884	-42.41
1883	-42.99
1882	-44.42
1881	-45.75
1880	-46.08
1879	-45.8
1878	-45.87
1877	-45.69
1876	-44.41
1875	-42.61
1874	-41.56
1873	-41.78
1872	-42.63
1871	-43.8
1870	-44.79
1869	-44.7
1868	-43.53
1867	-42.61
1866	-43.57
1865	-43.04
1864	-41.88
1863	-41.8
1862	-43
1861	-43.18
1860	-44.5
1859	-45.85
1858	-45.28
1857	-43.83
1856	-42.71
1855	-42.51
1854	-43.79
1853	-43.8
1852	-44.07
1851	NAN
1850	-43.71
1849	-44.07
1848	-44.02
1847	-43.75
1846	-42.96
1845	-42.98
1844	-43.87
1843	-43.17
1842	-42.69
1841	-43.16
1840	-44.69
1839	-45.98
1838	-46.39
1837	-45.38
1836	NAN
1835	-43.71
1834	-42.64
1833	-39.68
1832	-39.44
1831	-42.22
1830	-43.36
1829	-42.66
1828	-42.19
1827	-43.03
1826	-44.62
1825	-44.58
1824	-42.52
1823	-41.79
1822	-43.54
1821	-44.08
1820	-43.12
1819	-42.2
1818	-41.94
1817	-43.01
1816	-43.97
1815	-43.99
1814	NAN
1813	-41.23
1812	-39.49
1811	-39.39
1810	-39.9
1809	-39.89
1808	-39.88
1807	NAN
1806	-41.48
1805	-41.68
1804	-41.91
1803	-42.22
1802	-42.08
1801	-42.07
