# Pulau Langkai Makassar Strait 120 Year Coral 14C Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:10272
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/langkai2008.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date:  2011-01-01
#--------------------
# Title
#	Study_Name: Pulau Langkai, Makassar Strait 120 Year Coral 14C Data
#--------------------
# Investigators
#       Investigators: Fallon, S.J.; Guilderson, T.P. 
#--------------------
# Description_and_Notes
#	Description: Coral radiocarbon (Delta-14C) on untreated, low-speed drilled samples. Precision is +/-3.5 per mil as documented by an in-house homogenized coral standard, and presented as AGE CORRECTED DELTA-14C [see Stuiver and Polach, 1977].  Cores were taken from a large Porites lutea coral in 4m water depth from the south coast of Langkai Island 35km west of Sulawesi by M. Moore. Cores were split and cleaned with distilled water. After identifying the major vertical growth axis, the coral was sequentially sampled at 2 mm increments with a low-speed drill. Splits (~1 mg) were reacted in vacuo in a modified autocarbonate device at 90 C and the purified CO2 analyzed on a gas source stable isotope ratio mass spectrometer. The  remaining sample splits (~10 mg) were placed in individual reaction chambers, evacuated, heated, and then acidified with orthophosphoric acid at 90 C.  The evolved CO2 was  purified, trapped, and converted to graphite in the presence of hydrogen and an iron catalyst in individual reactors [Vogel et al., 1987]. Graphite targets were measured at the Center for Accelerator Mass Spectrometry, Lawrence Livermore National Laboratory [Davis et al., 1990].  Radiocarbon results are reported as age-corrected Delta-14C (per mil) as defined  by Stuiver and Polach [1977] and include the d13C correction obtained from the stable isotope results.  Analytical precision and accuracy of the radiocarbon measurements is ~+/-3.5 per mil (1s) based on repeated analyses of an in-house homogenized near-modern coral and accepted secondary and tertiary radiocarbon standards.   An initial age-model was constructed using the seasonal variability in coral d13C. To generate the primary time series we pinned the minimum d13C to February of each year, and linearly interpolated the data between marker points. Coral d18O is negatively correlated with water temperature, the summer d18O coral signal is heavily influenced by rainfall and runoff, so we matched the coral d18O maxima to the winter SST minimum from the GOSTA SST atlas.  Age model uncertainties are estimated to be better than +/- 2 months.  In keeping with the definition of "high-precision radiocarbon" data have been rounded to zero significant figures. 
#--------------------
# Publication 
#       Authors: Fallon, S.J.; Guilderson, T.P.
#       Published_Date_or_Year: 2008      
#       Published_Title: Surface water processes in the Indonesian throughflow as documented by a high-resolution coral D14C record
#       Journal_Name: Journal of Geophysical Research
#       Volume: 113
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 10.1029/2008JC004722
#       Online_Resource: 
#       Full_Citation: Fallon, S.J. and T.P. Guilderson. 2008. Surface water processes in the Indonesian throughflow as documented by a high-resolution coral D14C record. J. Geophys. Res., 113, C09001, doi:10.1029/2008JC004722
#       Abstract: To explore the seasonal to decadal variability in surface water masses that contribute to the Indonesian throughflow, we have generated a 115-year bimonthly coral-based radiocarbon time series from a coral in the Makassar Straits. In the pre-bomb (pre-1955) era from 1890 to 1954, the radiocarbon time series occasionally displays a small seasonal signal (10-15%). After 1954 the radiocarbon record increases rapidly, in response to the increased atmospheric 14C content caused by nuclear weapons testing.  From 1957 to 1986 the record displays clear seasonal variability from 15 to 60% and the post-bomb peak (163 per mil) occurred in 1974. The seasonal cycle of radiocarbon can be attributed to variations of surface waters passing through the South Makassar Strait. Southern Makassar is under the influence of the Northwest Monsoon, which is responsible for the high austral summer radiocarbon (North Pacific waters) and the Southeast Monsoon that flushes back a mixture of low (South Pacific and upwelling altered) radiocarbon water from the Banda Sea. The coral record also shows a significant 14C peak in 1955 due to the bomb-14C water advected into this region from nuclear weapons tests in the Marshall Islands in 1954.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: U.S. Department of Energy
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: University of California Lawrene Livermore National Laboratory
#       Grant: 01-ERI-009
#------------------
# Site_Information 
#       Site_Name: South Pulau Langkai Island
#       Location: Ocean>Indian Ocean>Indonesia
#	Country: Indonesia 
#	Northernmost_Latitude: -5.033333
# 	Southernmost_Latitude: -5.033333
# 	Easternmost_Longitude: 119.066667
# 	Westernmost_Longitude: 119.066667
# 	Elevation:  -4 m
#------------------
# Data_Collection   
#	Collection_Name: 08indo01a
#	Earliest_Year: 1870
#	Most_Recent_Year: 1990
#	Time_Unit: y_ad
#	Core_Length: 2.3 m
#	Notes: previous name- Langkai2008coralc14
#------------------
# Species 
#	Species_Name: Porites lutea
#	Common_Name: Finger coral
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , Corals and Sclerosponges, , ,N
##d14C	delta age-corrected delta 14 Carbon, Porites lutea, , permil NBS oxalic acid, , Corals and Sclerosponges, d13C age correction, stable isotope mass spectrometry, N 
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	d14C
1990.5	113
1990.35	102
1990.19	105
1990.04	113
1989.86	107
1989.68	109
1989.5	108
1989.35	114
1989.19	104
1989.04	117
1988.93	113
1988.81	109
1988.7	111
1988.58	116
1988.45	116
1988.31	122
1988.18	115
1988.04	119
1987.92	108
1987.79	101
1987.67	108
1987.46	100
1987.25	105
1987.04	115
1986.93	110
1986.81	110
1986.7	109
1986.58	108
1986.4	109
1986.22	113
1986.04	125
1985.92	123
1985.79	120
1985.67	122
1985.54	122
1985.42	117
1985.29	119
1985.17	123
1985.04	124
1984.92	120
1984.79	115
1984.67	118
1984.54	117
1984.42	120
1984.23	126
1984.04	126
1983.97	132
1983.89	121
1983.82	121
1983.74	114
1983.67	108
1983.61	117
1983.56	115
1983.5	121
1983.27	126
1983.04	120
1982.95	119
1982.86	121
1982.77	117
1982.67	115
1982.58	127
1982.4	130
1982.22	132
1982.04	139
1981.93	127
1981.81	130
1981.7	134
1981.58	121
1981.47	124
1981.36	125
1981.26	118
1981.15	129
1981.04	139
1980.89	125
1980.74	121
1980.58	122
1980.45	129
1980.31	135
1980.18	128
1980.04	137
1979.86	139
1979.68	140
1979.5	131
1979.41	131
1979.32	136
1979.23	140
1979.13	136
1979.04	137
1978.95	146
1978.86	139
1978.77	147
1978.68	142
1978.58	138
1978.45	138
1978.31	134
1978.18	138
1978.04	151
1977.95	145
1977.86	131
1977.77	133
1977.68	135
1977.58	136
1977.31	142
1977.04	153
1976.97	149
1976.89	138
1976.81	146
1976.74	137
1976.66	135
1976.58	131
1976.4	130
1976.22	148
1976.04	151
1975.93	143
1975.81	128
1975.7	127
1975.58	131
1975.4	137
1975.22	141
1975.04	160
1974.95	152
1974.86	133
1974.77	137
1974.68	134
1974.58	133
1974.4	127
1974.22	140
1974.04	163
1973.93	137
1973.81	110
1973.7	115
1973.58	116
1973.4	138
1973.22	151
1973.04	149
1972.98	149
1972.91	139
1972.85	132
1972.78	128
1972.71	127
1972.65	122
1972.58	117
1972.45	124
1972.31	135
1972.18	153
1972.04	133
1971.89	131
1971.74	125
1971.58	113
1971.45	117
1971.31	131
1971.18	153
1971.04	141
1970.89	121
1970.74	110
1970.58	99
1970.45	107
1970.31	122
1970.18	131
1970.04	148
1969.95	145
1969.86	114
1969.77	108
1969.67	101
1969.58	109
1969.45	117
1969.31	122
1969.18	132
1969.04	132
1968.89	107
1968.74	99
1968.58	94
1968.51	86
1968.43	95
1968.35	109
1968.27	112
1968.2	119
1968.12	136
1968.04	123
1967.93	108
1967.81	86
1967.7	85
1967.58	79
1967.4	82
1967.22	97
1967.04	130
1966.95	132
1966.86	57
1966.77	90
1966.67	69
1966.58	76
1966.45	71
1966.31	81
1966.18	75
1966.04	100
1965.97	97
1965.89	74
1965.81	56
1965.74	46
1965.66	41
1965.58	47
1965.45	44
1965.31	62
1965.18	84
1965.04	74
1964.95	42
1964.86	35
1964.77	30
1964.67	11
1964.58	14
1964.45	21
1964.31	23
1964.18	33
1964.04	31
1963.95	15
1963.86	16
1963.77	5
1963.67	-6
1963.58	-6
1963.4	-7
1963.22	-2
1963.04	9
1962.95	24
1962.86	1
1962.77	-3
1962.67	-4
1962.58	-14
1962.45	-11
1962.31	-7
1962.18	-10
1962.04	6
1961.95	3
1961.86	-3
1961.77	-17
1961.67	-25
1961.58	-26
1961.45	-22
1961.31	-12
1961.18	1
1961.04	-3
1960.95	-9
1960.86	-25
1960.77	-23
1960.67	-24
1960.58	-25
1960.45	-30
1960.31	-19
1960.18	-14
1960.04	-11
1959.98	-10
1959.93	-9
1959.87	-17
1959.81	-22
1959.76	-21
1959.7	-25
1959.64	-28
1959.58	-23
1959.47	-24
1959.37	-24
1959.26	-23
1959.15	-18
1959.04	-26
1958.97	-19
1958.89	-20
1958.81	-28
1958.74	-36
1958.66	-34
1958.58	-33
1958.51	-35
1958.43	-33
1958.35	-35
1958.27	-29
1958.2	-22
1958.12	-28
1958.04	-31
1957.95	-35
1957.85	-43
1957.76	-38
1957.67	-42
1957.56	-42
1957.46	-35
1957.35	-34
1957.25	-37
1957.15	-38
1957.04	-35
1956.95	-32
1956.86	-29
1956.77	-30
1956.67	-34
1956.58	-37
1956.52	-31
1956.45	-28
1956.38	-27
1956.31	-26
1956.24	-27
1956.18	-26
1956.11	-30
1956.04	-42
1955.97	-34
1955.89	-17
1955.81	-11
1955.74	-10
1955.66	-13
1955.58	-13
1955.51	-7
1955.43	-13
1955.35	-8
1955.27	-17
1955.2	-20
1955.12	-43
1955.04	-50
1954.95	-48
1954.86	-51
1954.77	-47
1954.67	-52
1954.58	-47
1954.49	-51
1954.4	-52
1954.31	-51
1954.22	-57
1954.13	-52
1954.04	-55
1953.95	-60
1953.86	-54
1953.77	-54
1953.67	-57
1953.58	-54
1953.53	-54
1953.47	-55
1953.42	-48
1953.37	-53
1953.31	-50
1953.26	-51
1953.2	-51
1953.15	-59
1953.1	-59
1953.04	-55
1952.98	-54
1952.93	-52
1952.87	-53
1952.81	-69
1952.76	-55
1952.7	-63
1952.64	-56
1952.58	-60
1952.49	-61
1952.4	-58
1952.31	-53
1952.22	-56
1952.13	-56
1952.04	-54
1951.95	-59
1951.86	-58
1951.77	-55
1951.67	-59
1951.58	-56
1951.47	-55
1951.37	-59
1951.26	-55
1951.15	-57
1951.04	-59
1950.93	-59
1950.81	-61
1950.7	-58
1950.58	-51
1950.49	-61
1950.4	-55
1950.31	-60
1950.22	-55
1950.13	-53
1950.04	-58
1949.93	-54
1949.81	-60
1949.7	-58
1949.58	-57
1949.47	-54
1949.37	-57
1949.26	-62
1949.15	-56
1949.04	-55
1948.97	-57
1948.89	-57
1948.81	-66
1948.74	-57
1948.66	-63
1948.58	-55
1948.45	-56
1948.31	-56
1948.18	-52
1948.04	-55
1947.95	-55
1947.86	-55
1947.77	-56
1947.68	-49
1947.59	-56
1947.5	-55
1947.39	-60
1947.27	-52
1947.16	-45
1947.04	-58
1946.98	-56
1946.92	-58
1946.85	-58
1946.79	-58
1946.73	-58
1946.67	-57
1946.51	-61
1946.35	-59
1946.2	-61
1946.04	-53
1945.97	-60
1945.89	-65
1945.82	-64
