# Aqaba Jordan Coral Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:1854
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/red_sea/aq19-18o.txt
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/red_sea/readme_aqaba.txt
# Original_Source_URL: http://www.ncdc.noaa.gov/paleo/image/coral/aq19o18.gif
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 1995-08
#--------------------
# Title
#	Study_Name: Aqaba Jordan Coral Isotope Data
#--------------------
# Investigators
#       Investigators: Heiss, G. A.
#--------------------
# Description_and_Notes
#	Description: Site: Aqaba, Jordan, Marine Science Station Reef, cores C18 and C19 (29 deg 26' N, 34 deg 58' E)  Water Depth 1m. collected  11/01/92 (upper 0-120cm), 11/01/93 (120-320cm) Coral species: Porites sp.  In fall 1992 and spring 1993 we drilled an unusual big colony of Porites sp. at the fore-reef at Aqaba.  The colony is situated in front of the reef edge of the fringing reef south of the Marine Science Station. The colony grows from a depth of ca 4.5 m, reaches a height of 3.5 m and a maximum diameter of approximately 5.5 m. We drilled with a hand held pneumatic drill powered by compressed air from a Scuba tank. We used a conventional 30cm diamond-tipped drill bit and in order to obtain longer cores we constructed extensions of 100cm each (3 in total). The extensions are made from a 17mm diameter steel rod with a screw thread attached either to the core barrel or another extension. Up to 320 cm long cores in 30cm lengths with 100% recovery were obtained. The core holes were filled with cement plugs after drilling to prevent bioerosion  (see Hudson 1981; Winter et al. 1991) . The cores were drilled parallel to the growth axis (perpendicular to the coral surface). Five cores were extracted from the "big" Porites sp. at different sides of the colony. Three cores (19, 20, 21) are of 130 cm length, core 24 (lying SE-side of the colony at an angle of 45�) reached 229 cm length, and core 18 (top of the colony) recovered coral skeleton to a total length of 312 cm.  For oxygen and carbon isotope analysis core 18 (top of colony) and core 19 (horizontal core from the southern side) were selected.  Samples for isotopic analyses were treated with 35% hydrogen peroxide for 24 hours to remove oxidizable organic material. In addition they were rinsed several times in demineralized water and dried in a stove at 40�C. Small samples to determine the average isotope composition of each year were cut with a hand held saw. They were taken along the edge of the coral slabs. The top of LD-bands was chosen as the end (respectively beginning) of an annual band. In all our samples this boundary is sharp and can be determined relatively precisely. Each chip was gently powdered in an agate mortar. The samples were reacted with 100% H3PO4 at 75�C in an online, automated carbonate reaction device (Kiel Device) connected to a Finnigan Mat 252 mass spectrometer. Isotopic ratios were corrected for 17-O contribution  (Craig 1957)  and are reported in permil relative to PDB. Average precision based on duplicate sample analysis and on multiple analysis of NBS 19 is �0.04 permil for d13C and �0.08 permil for d18O.
#--------------------
# Publication 
#       Authors: Heiss, G. A.
#       Published_Date_or_Year: 1994     
#       Published_Title: Coral reefs in the Red Sea: Growth, production and stable isotopes
#       Journal_Name: GEOMAR
#       Volume: 32
#       Edition: 
#       Issue: 
#       Pages: 1-141
#       DOI: 
#       Online_Resource: 
#       Full_Citation: Heiss, G. A., 1994. Coral reefs in the Red Sea: Growth, production and stable isotopes, GEOMAR Report 32: 1-141.
#       Abstract: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Gulf of Aqaba, Red Sea, Jordan
#       Location: Ocean>Indian Ocean>Red Sea
#	Country: Jordan
#	Northernmost_Latitude: 29.42
# 	Southernmost_Latitude: 29.42
# 	Easternmost_Longitude: 34.97
# 	Westernmost_Longitude: 34.97
# 	Elevation: -4.5 m
#------------------
# Data_Collection   
#	Collection_Name: 94reds02b
#	Earliest_Year: 1886
#	Most_Recent_Year: 1992
#	Time_Unit: y_ad
#	Core_Length: 1.2 m
#	Notes: Core name- aq19. Average precision based on duplicate sample analysis and on multiple analysis of NBS 19 is �0.04 permil for d13C and �0.08 permil for d18O
#------------------
# Species
#	Species_Name: Porites sp.
#	Common_Name: 
#------------------
# Chronology: year of deposition derived from density banding each year represents a high density/low density band
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,y_ad, , Corals and Sclerosponges, , ,N
##d18O	delta 18 Oxygen, Porites sp., , permil VPDB, , Corals and Sclerosponges, corrected for 17o contribution, instrument: Finnigan Mat 252 mass spectrometer,N
##std_dv	standard deviation, , , unitless, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	std_dv
1992	-2.87	0.04
1991	-3.02	0.05
1990	-2.8	0.03
1989	-3.02	0.04
1988	-3.02	0.07
1987	-2.89	0.04
1986	-3	0.07
1985	-3.01	0.05
1984	-2.71	0.03
1983	-2.68	0.02
1982	-2.74	0.03
1981	-2.95	0.04
1980	-3.05	0.05
1979	-2.89	0.01
1978	-2.8	0.04
1977	-2.79	0.05
1976	-2.99	0.03
1975	-2.68	0.03
1974	-2.79	0.03
1973	-2.74	0.03
1972	-2.81	0.03
1971	-2.73	0.03
1970	-3.08	0.03
1969	-2.95	0.02
1968	-2.63	0.03
1967	-2.78	0.01
1966	-2.88	0.04
1965	-2.74	0.03
1964	-2.89	0.03
1963	-2.98	0.03
1962	-2.84	0.03
1961	-2.82	0.05
1960	-2.65	0.03
1959	-2.75	0.03
1958	-2.84	0.02
1957	-2.76	0.01
1956	-2.62	0.05
1955	-2.7	0.03
1954	-2.74	0.05
1953	NAN	NAN
1953	-2.97	0.03
1952	-2.64	0.02
1951	-2.73	0.02
1950	-2.77	0.02
1949	-2.73	0.02
1948	-2.8	0.01
1947	-2.94	0.02
1946	-2.71	0.02
1945	-2.84	0.02
1944	-2.88	0.02
1943	-2.91	0.04
1942	-2.99	0.02
1941	-2.74	0.02
1940	-2.79	0.02
1939	-2.76	0.06
1938	-2.57	0.02
1937	-2.68	0.04
1936	-2.7	0.02
1935	-2.81	0.04
1934	-2.63	0.03
1933	-2.7	0.05
1932	-2.61	0.03
1931	-2.79	0.03
1930	-2.4	0.03
1929	-2.67	0.02
1928	-2.69	0.02
1927	-2.82	0.04
1926	-2.52	0.02
1925	-2.57	0.03
1924	-2.78	0.02
1923	-2.69	0.04
1922	-2.68	0.03
1921	-2.47	0.03
1920	-2.68	0.02
1919	-2.79	0.02
1918	-2.66	0.02
1917	-2.73	0.03
1916	-2.87	0.03
1915	-2.4	0.02
1914	-2.78	0.02
1913	-2.79	0.03
1912	-2.59	0.02
1911	-2.46	0.02
1910	-2.67	0.02
1909	-2.69	0.04
1908	-2.44	0.02
1907	-2.73	0.02
1906	-2.71	0.04
1905	-2.41	0.03
1904	-2.33	0.03
1903	-2.48	0.02
1902	-2.77	0.03
1901	-2.95	0.02
1900	-2.58	0.02
1899	-2.86	0.03
1898	-2.18	0.02
1897	-2.58	0.02
1896	-2.69	0.03
1895	-2.78	0.01
1894	-2.79	0.03
1893	-2.68	0.04
1892	-2.69	0.02
1891	-2.74	0.02
1890	-2.81	0.04
1889	-2.79	0.02
1888	-2.79	0.03
1887	-2.6	0.01
1886	-2.93	0.02
