# Fiji Coral Annual Average d18O and Sr/Ca Data
#-----------------------------------------------------------------------
#              World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                       NOAA Paleoclimatology Program 
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Online_Resource: http://www.hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:16216
# 
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/linsley2006/linsley2006-1f.txt
#
# Archive: Corals and Sclerosponges
#
#--------------------------------
# Contribution_Date
# Date: 2014-03-30
#--------------------
# Title
#	Study_Name: Fiji Coral Annual Average d18O and Sr/Ca Data
#
#--------------------------------
# Investigators: Linsley, B.K.; Kaplan, A.; Gouriou, Y.; Salinger, J.; deMenocal, P.B.; Wellington, G.M.; Howe, S.S.
#--------------------
# Description and Notes: 
# Cores Fiji 1F and Fiji AB were drilled from Porites lutea colonies within 200m of each other. Fiji core 1F was collected in April 1997 in Savusavu Bay, Fiji. A 2.3 m coral core was recovered from a P. lutea colony growing at a depth of 10 m in the middle of Savusavu Bay on the south side of the island of Vanua Levu, Fiji (16°49'S, 179°14'E). Fiji core AB was collected in December 2001. Fiji core AB is 3.89m long continuous coral core from a colony of Porites lutea growing at 10 m depth in Savusavu Bay, Vanua Levu, Fiji (16°49'S, 179°14'E) (within 200 m of core 1F collected in 1997). METHODS SUMMARY For both Fiji 1F and Fiji AB coral slabs 7 mm thick were cut from the cores and cleaned in deionized water in an ultrasonic bath and with a probe sonicator. Dry slabs were sampled with a low-speed micro-drill along tracks parallel to corallite traces as identified in X-ray positives with a 1 mm round diamond drill bit. The X-ray collage for Fiji 1F was published in Linsley et al. (2004). Sr/Ca was measured at 1 mm resolution (12â€“13 samples per year) and d18O was measured at 2 mm resolution on the same samples (analyzing every other sample or 6â€“7 samples per year) in both Fiji cores. We measured oxygen isotope ratios on a Micromass Optima gas source mass spectrometer at the University at Albany-State University of New York with an individual acid reaction vessel system. External precision was better than 0.05 per mil for d18O based on analyses of 657 (13.5%) replicate samples. We used an inductively coupled plasma atomic emission spectro-photometer (ICP-AES) at Harvard University to measure coral skeletal Sr/Ca in Fiji core 1F following a technique described in detail by Schrag (1999). The external precision is better than 0.15% (RSD) based on analyses of replicate samples (10% replicates). Fiji 1F Sr/Ca data was further corrected by -0.14 mmol/mol to adjust for lab offset with the Lamont-Doherty Earth Observatory ICP-OES where Sr/Ca was measured on other cores in Dr. Linsley's collection. To construct the Fiji 1F and AB chronologies we tied the annual minima in Sr/Ca and/or d18O to February (on average the warmest month) and maximum Sr/Ca and d18O to August/September (on average the coolest months). Thus there were 2 tie-points per year. To generate the annual averages we then averaged all data with each calendar year. All mm-scale data.
# see methods in Linsley et al. (2004) and Linsley et al. (2006).
# 
#--------------------
# Publication 
#   Authors: Linsley, B.K., A. Kaplan, Y. Gouriou, J. Salinger, P.B. deMenocal, G.M. Wellington, and S.S. Howe
#   Journal_Name: Geochemistry, Geophysics, Geosystems
#   Published_Title: Tracking the extent of the South Pacific Convergence Zone since the early 1600s
#   Published_Date_or_Year: 2006
#   Volume: 7
#   Pages: 
#   Report_Number: Q05003
#   DOI: 10.1029/2005GC001115
#  Abstract: The South Pacific Convergence Zone (SPCZ) is the largest and most persistent spur of the Intertropical Convergence Zone. At the southeastern edge of the SPCZ near 170W and 15 20S a surface ocean salinity frontal zone exists that separates fresher Western Pacific Warm Pool water from saltier and cooler waters in the east. This salinity front is known to shift east and west with the phase of the El NinËœo Southern Oscillation. We have generated subannually resolved and replicated coral oxygen isotopic time series from Fiji (17S, 179E) and Rarotonga (21.5S, 160W) that have recorded interannual displacements of the salinity front over the last 380 years and also indicate that at lower frequencies the decadal mean position of the salinity front, and eastern extent of the SPCZ, has shifted east-west through 10 to 20 of longitude three times during this interval. The most recent and largest shift began in the mid 1800s as the salinity front progressively moved eastward and salinity decreased at both sites. Our results suggest that sea surface salinity at these sites is now at the lowest levels recorded and is evidence for an unprecedented expansion of the SPCZ since the mid 1800s. The expansion of the SPCZ implies a gradual change in the South Pacific to more La Nina-like long-term mean conditions. This observation is consistent with the ocean thermostat mechanism for the Pacific coupled ocean-atmosphere system, whereby exogenous heating of the atmosphere would result in greater warming in the western Pacific and a greater east-west surface temperature gradient.
#--------------------
# Publication 
#   Authors: Neukom, R.,  J., Gergis, D. Karoly, H. Wanner, M. Curran, J. Elbert, F. González-Rouco, B.K. Linsley, A.D. Moy, I. Mundo, C.C. Raible, E.J. Steig, T. van Ommen, T. Vance, R. Villalba, J. Zinke, D. Frank
#   Journal_Name: Nature Climate Change
#   Published_Title: Inter-hemispheric temperature variability over the past millennium
#   Published_Date_or_Year: 2014
#   Volume: 
#   Pages: 
#   DOI: 10.1038/nclimate2174
#   Abstract: The Earth’s climate system is driven by a complex interplay of internal chaotic dynamics and natural and anthropogenic external forcing. Recent instrumental data have shown a remarkable degree of asynchronicity between Northern Hemisphere and Southern Hemisphere temperature fluctuations, thereby questioning the relative importance of internal versus external drivers of past as well as future climate variability. However, large-scale temperature reconstructions for the past millennium have focused on the Northern Hemisphere, limiting empirical assessments of inter-hemispheric variability on multi-decadal to centennial timescales. Here, we introduce a new millennial ensemble reconstruction of annually resolved temperature variations for the Southern Hemisphere based on an unprecedented network of terrestrial and oceanic palaeoclimate proxy records. In conjunction with an independent Northern Hemisphere temperature reconstruction ensemble, this record reveals an extended cold period (1594–1677) in both hemispheres but no globally coherent warm phase during the pre-industrial (1000–1850) era. The current (post-1974) warm phase is the only period of the past millennium where both hemispheres are likely to have experienced contemporaneous warm extremes. Our analysis of inter-hemispheric temperature variability in an ensemble of climate model simulations for the past millennium suggests that models tend to overemphasize Northern Hemisphere–Southern Hemisphere synchronicity by underestimating the role of internal ocean–atmosphere dynamics, particularly in the ocean-dominated Southern Hemisphere. Our results imply that climate system predictability on decadal to century timescales may be lower than expected based on assessments of external climate forcing and Northern Hemisphere temperature variations alone.
#--------------------------------
# Publication 
#   Authors: Linsley, B.K., G.M. Wellington, D.P. Schrag, L. Ren, M.J. Salinger, and A.W. Tudhope
#   Journal_Name: Climate Dynamics
#   Published_Title: Coral evidence for changes in the amplitude and spatial pattern of South Pacific interdecadal climate variability over the last 300 years
#   Published_Date_or_Year: 2004
#   Volume: 22
#   Pages: 1-11
#   DOI: 10.1007/s00382-003-0364-y
#  Abstract: In the Pacific Ocean, the coherent pattern of interdecadal variations in sea surface temperature (SST) over the last ∼100 years has been termed the Interdecadal Pacific Oscillation (IPO). To examine past variations in the IPO we have generated time series of Sr/Ca and oxygen isotopes (δ18O) from South Pacific Porites coral colonies growing at Rarotonga (1997 to 1726) and Fiji (1997 to 1780). At both sites skeletal Sr/Ca is highly correlated with instrumental SST at least back to ∼1970 and δ18O appears to reflect both SST and South Pacific Convergence Zone (SPCZ) effects on seawater δ18O. Comparison of our results to a New Caledonia coral δ18O record and to indices of interdecadal Pacific climate variability demonstrates that these South Pacific corals have accurately recorded twentieth century variations in the IPO and SPCZ. The coral records also indicate that higher amplitude and more spatially coherent IPO-related variability existed from 1880 to 1950 with notably poor between-site correlations in the mid-1800s. These observations suggest that the spatial IPO pattern in South Pacific SST was significantly more complex and/or poorly defined in the mid-1800s compared to that observed in the twentieth century. Comparison with North Pacific IPO indices also indicates that the degree of cross-hemispheric symmetry of interdecadal oceanographic variability has changed over time with a lower correlation between the North and South Pacific in the mid-1800s. This evidence suggests that the spatial pattern of the IPO at least in the South Pacific has varied over the last 300 years, with a major reorganization occurring after ∼1880 A.D.
#--------------------------------
# Funding_Agency: 
#    Funding_Agency_Name: National Science Foundation
#    Grant: ATM-9901649, ATM-9619035, OCE-0318296, OCE-0317941
#--------------------------------
# Funding_Agency: 
#    Funding_Agency_Name: National Oceanic and Atmospheric Administration
#    Grant: NA96GP0470
#------------------
# Site_Information 
#       Site_Name: Savusavu Bay, Fiji 
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Polynesia>Fiji
#	Country: Fiji
#	Northernmost_Latitude: -16.8167
# 	Southernmost_Latitude: -16.8167
# 	Easternmost_Longitude: 179.2333
# 	Westernmost_Longitude: 179.2333
# 	Elevation: -10 m
#------------------
# Data_Collection   
#	Collection_Name: 06fiji01a
#	Earliest_Year: 1781
#	Most_Recent_Year: 1996
#	Time_Unit: y_ad
#	Core_Length: 1.74 m
#	Notes: {"database":"PAGES1"}{"database":"PAGES2"}{"database":"LMR_FM"} See Linsley et al. (2004) for a description of Fiji Core 1F. Previous Collection Name- Fiji 1F d18O Sr/Ca L06
#--------------------------------
# Chronology:
#    The chronologies for all of the coral results presented here are based on the reconstructed annual cycle in millimeter-scale δ18O and/or Sr/Ca down core analyses [Linsley et al., 2000; Ren et al., 2003; Linsley et al., 2004]. 
#
#
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#--------------------------------
# Variables
# 
# Data variables follow (have double marker- "##")
# Data line variables format:  Variables list, one per line, shortname-tab-nine components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
##age	age,,,years AD,,Corals and Sclerosponges,,,N
##d18O	annually averaged delta 18 Oxygen,Porites lutea,,permil VPDB,,Corals and Sclerosponges,,,N
##d18O_norm	normalized delta 18O,Porites lutea,,permil VPDB,,Corals and Sclerosponges,anomaly calculation: minus 1900-1999 mean,,N
##Sr/Ca	Strontium Calcium ratio,Porites lutea,,mmol/mol,,Corals and Sclerosponges,,,N
##Sr/Ca_ldeo	Strontium Calcium ratio,Porites lutea,,mmol/mol,,Corals and Sclerosponges,correlated to LDEO ICP-OES,,N
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O	d18O_norm	Sr/Ca	Sr/Ca_ldeo
1996.5	-5.32	-0.26	9.21	9.07
1995.5	-5.25	-0.19	9.19	9.05
1994.5	-5.12	-0.06	9.21	9.07
1993.5	-5.01	0.05	9.25	9.11
1992.5	-5	0.06	9.21	9.07
1991.5	-5.16	-0.1	9.2	9.06
1990.5	-5.18	-0.12	9.19	9.05
1989.5	-5.41	-0.35	9.16	9.02
1988.5	-5.27	-0.21	9.21	9.07
1987.5	-5.03	0.03	9.24	9.1
1986.5	-5.11	-0.05	9.22	9.08
1985.5	-5.15	-0.09	9.22	9.08
1984.5	-5.21	-0.15	9.23	9.09
1983.5	-4.94	0.12	9.24	9.1
1982.5	-5.25	-0.19	9.24	9.1
1981.5	-5.21	-0.15	9.25	9.11
1980.5	-5.15	-0.09	9.21	9.07
1979.5	-5.2	-0.14	9.23	9.09
1978.5	-4.99	0.07	9.25	9.11
1977.5	-5	0.06	9.24	9.1
1976.5	-5.17	-0.11	9.2	9.06
1975.5	-5.17	-0.11	9.2	9.06
1974.5	-5.18	-0.12	9.22	9.08
1973.5	-5.06	0	9.22	9.08
1972.5	-5.08	-0.02	9.24	9.1
1971.5	-5.36	-0.3	9.23	9.09
1970.5	-5.18	-0.12	9.24	9.1
1969.5	-5.11	-0.05	9.27	9.13
1968.5	-5.22	-0.16	9.25	9.11
1967.5	-5.13	-0.07	9.26	9.12
1966.5	-5.05	0.01	9.29	9.15
1965.5	-5.11	-0.05	9.3	9.16
1964.5	-5.08	-0.02	9.22	9.08
1963.5	-5.2	-0.14	9.24	9.1
1962.5	-5.25	-0.19	9.26	9.12
1961.5	-5.26	-0.2	9.23	9.09
1960.5	-5.12	-0.06	9.23	9.09
1959.5	-5.04	0.02	9.2	9.06
1958.5	-4.93	0.13	9.27	9.13
1957.5	-5.12	-0.06	9.23	9.09
1956.5	-5.25	-0.19	9.2	9.06
1955.5	-5.18	-0.12	9.21	9.07
1954.5	-4.99	0.07	9.22	9.08
1953.5	-4.87	0.19	9.24	9.1
1952.5	-5.02	0.04	9.2	9.06
1951.5	-5.26	-0.2	9.23	9.09
1950.5	-5.36	-0.3	9.24	9.1
1949.5	-5.21	-0.15	9.25	9.11
1948.5	-5.09	-0.03	9.17	9.03
1947.5	-5.06	0	9.2	9.06
1946.5	-5.19	-0.13	9.24	9.1
1945.5	-4.98	0.08	9.25	9.11
1944.5	-5.12	-0.06	9.26	9.12
1943.5	-5.13	-0.07	9.26	9.12
1942.5	-4.98	0.08	9.29	9.15
1941.5	-4.93	0.13	9.28	9.14
1940.5	-4.87	0.19	9.3	9.16
1939.5	-5.07	-0.01	9.31	9.17
1938.5	-5	0.06	9.24	9.1
1937.5	-4.92	0.14	9.24	9.1
1936.5	-5.15	-0.09	9.23	9.09
1935.5	-5	0.06	9.24	9.1
1934.5	-5.07	-0.01	9.22	9.08
1933.5	-5.08	-0.02	9.22	9.08
1932.5	-5.06	0	9.22	9.08
1931.5	-4.84	0.22	9.28	9.14
1930.5	-4.79	0.27	9.3	9.16
1929.5	-4.87	0.19	9.25	9.11
1928.5	-4.92	0.14	9.24	9.1
1927.5	-5.14	-0.08	9.22	9.08
1926.5	-4.85	0.21	9.26	9.12
1925.5	-4.98	0.08	9.26	9.12
1924.5	-4.91	0.15	9.27	9.13
1923.5	-4.91	0.15	9.26	9.12
1922.5	-5.14	-0.08	9.23	9.09
1921.5	-5.07	-0.01	9.25	9.11
1920.5	-4.93	0.13	9.25	9.11
1919.5	-4.9	0.16	9.26	9.12
1918.5	-5.14	-0.08	9.25	9.11
1917.5	-5.31	-0.25	9.22	9.08
1916.5	-5.2	-0.14	9.24	9.1
1915.5	-4.94	0.12	9.24	9.1
1914.5	-4.87	0.19	9.26	9.12
1913.5	-4.82	0.24	9.27	9.13
1912.5	-4.76	0.3	9.27	9.13
1911.5	-5.08	-0.02	9.24	9.1
1910.5	-5.14	-0.08	9.25	9.11
1909.5	-4.94	0.12	9.29	9.15
1908.5	-4.99	0.07	9.3	9.16
1907.5	-4.96	0.1	9.29	9.15
1906.5	-4.85	0.21	9.27	9.13
1905.5	-4.66	0.4	9.32	9.18
1904.5	-4.86	0.2	9.3	9.16
1903.5	-4.8	0.26	9.32	9.18
1902.5	-4.83	0.23	9.31	9.17
1901.5	-4.76	0.3	9.34	9.2
1900.5	-4.72	0.34	9.31	9.17
1899.5	-4.88	0.18	9.29	9.15
1898.5	-4.98	0.08	9.24	9.1
1897.5	-4.86	0.2	9.24	9.1
1896.5	-4.93	0.13	9.21	9.07
1895.5	-4.94	0.12	9.23	9.09
1894.5	-4.96	0.1	9.26	9.12
1893.5	-5.24	-0.18	9.2	9.06
1892.5	-5.09	-0.03	9.21	9.07
1891.5	-5.06	0	9.23	9.09
1890.5	-5.16	-0.1	9.22	9.08
1889.5	-4.9	0.16	9.26	9.12
1888.5	-4.87	0.19	9.29	9.15
1887.5	-4.99	0.07	9.3	9.16
1886.5	-4.76	0.3	9.31	9.17
1885.5	-4.78	0.28	9.31	9.17
1884.5	-4.75	0.31	9.32	9.18
1883.5	-4.87	0.19	9.31	9.17
1882.5	-4.89	0.17	9.34	9.2
1881.5	-4.97	0.09	9.3	9.16
1880.5	-5.02	0.04	9.34	9.2
1879.5	-5.16	-0.1	9.23	9.09
1878.5	-4.7	0.36	9.29	9.15
1877.5	-4.61	0.45	9.35	9.21
1876.5	-4.8	0.26	9.28	9.14
1875.5	-4.78	0.28	9.28	9.14
1874.5	-4.78	0.28	9.26	9.12
1873.5	-4.78	0.28	9.25	9.11
1872.5	-4.91	0.15	9.28	9.14
1871.5	-4.89	0.17	9.28	9.14
1870.5	-4.83	0.23	9.29	9.15
1869.5	-4.87	0.19	9.28	9.14
1868.5	-4.73	0.33	9.31	9.17
1867.5	-4.78	0.28	9.3	9.16
1866.5	-4.6	0.46	9.32	9.18
1865.5	-4.56	0.5	9.35	9.21
1864.5	-4.77	0.29	9.27	9.13
1863.5	-4.76	0.3	9.27	9.13
1862.5	-4.75	0.31	9.27	9.13
1861.5	-4.9	0.16	9.25	9.11
1860.5	-5.01	0.05	9.25	9.11
1859.5	-4.9	0.16	9.27	9.13
1858.5	-4.85	0.21	9.26	9.12
1857.5	-4.78	0.28	9.3	9.16
1856.5	-4.92	0.14	9.26	9.12
1855.5	-4.79	0.27	9.29	9.15
1854.5	-4.77	0.29	9.31	9.17
1853.5	-4.79	0.27	9.28	9.14
1852.5	-4.86	0.2	9.25	9.11
1851.5	-4.84	0.22	9.24	9.1
1850.5	-4.78	0.28	9.26	9.12
1849.5	-4.67	0.39	9.28	9.14
1848.5	-4.98	0.08	9.27	9.13
1847.5	-4.96	0.1	9.3	9.16
1846.5	-4.8	0.26	9.33	9.19
1845.5	-4.62	0.44	9.37	9.23
1844.5	-4.75	0.31	9.32	9.18
1843.5	-4.76	0.3	9.29	9.15
1842.5	-4.8	0.26	9.29	9.15
1841.5	-5.01	0.05	9.3	9.16
1840.5	-4.88	0.18	9.33	9.19
1839.5	-4.88	0.18	9.3	9.16
1838.5	-4.71	0.35	9.31	9.17
1837.5	-4.94	0.12	9.27	9.13
1836.5	-4.78	0.28	9.31	9.17
1835.5	-4.77	0.29	9.35	9.21
1834.5	-4.86	0.2	9.3	9.16
1833.5	-4.64	0.42	9.3	9.16
1832.5	-4.72	0.34	9.29	9.15
1831.5	-4.85	0.21	9.27	9.13
1830.5	-4.99	0.07	9.23	9.09
1829.5	-5.01	0.05	9.23	9.09
1828.5	-4.9	0.16	9.23	9.09
1827.5	-4.92	0.14	9.24	9.1
1826.5	-4.86	0.2	9.27	9.13
1825.5	-4.99	0.07	9.26	9.12
1824.5	-4.76	0.3	9.29	9.15
1823.5	-4.86	0.2	9.3	9.16
1822.5	-4.87	0.19	9.26	9.12
1821.5	-4.83	0.23	9.28	9.14
1820.5	-4.74	0.32	9.31	9.17
1819.5	-5.03	0.03	9.27	9.13
1818.5	-5.11	-0.05	9.24	9.1
1817.5	-4.81	0.25	9.26	9.12
1816.5	-4.74	0.32	9.27	9.13
1815.5	-4.74	0.32	9.3	9.16
1814.5	-4.69	0.37	9.32	9.18
1813.5	-4.88	0.18	9.24	9.1
1812.5	-4.89	0.17	9.23	9.09
1811.5	-4.73	0.33	9.31	9.17
1810.5	-4.62	0.44	9.32	9.18
1809.5	-4.72	0.34	9.3	9.16
1808.5	-4.81	0.25	9.3	9.16
1807.5	-4.96	0.1	9.23	9.09
1806.5	-5.01	0.05	9.21	9.07
1805.5	-5	0.06	9.23	9.09
1804.5	-4.97	0.09	9.24	9.1
1803.5	-4.66	0.4	9.26	9.12
1802.5	-4.71	0.35	9.28	9.14
1801.5	-4.76	0.3	9.28	9.14
1800.5	-4.89	0.17	9.26	9.12
1799.5	-4.74	0.32	9.34	9.2
1798.5	-4.84	0.22	9.33	9.19
1797.5	-4.96	0.1	9.25	9.11
1796.5	-4.9	0.16	9.25	9.11
1795.5	-4.87	0.19	9.33	9.19
1794.5	-4.96	0.1	9.27	9.13
1793.5	-4.83	0.23	9.29	9.15
1792.5	-4.77	0.29	9.28	9.14
1791.5	-4.7	0.36	9.3	9.16
1790.5	-4.56	0.5	9.28	9.14
1789.5	-4.66	0.4	9.28	9.14
1788.5	-4.58	0.48	9.27	9.13
1787.5	-4.65	0.41	9.26	9.12
1786.5	-4.81	0.25	9.22	9.08
1785.5	-4.74	0.32	9.24	9.1
1784.5	-4.88	0.18	9.26	9.12
1783.5	-4.62	0.44	9.26	9.12
1782.5	-4.66	0.4	9.25	9.11
1781.5	-4.66	0.4	9.24	9.1
