# Uamh an Tartair, Scotland 1000Yr Stalagmite SU967 Stable Isotope Data 
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:10072
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/speleothem/europe/scotland/tartair2011.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Speleothems
#--------------------
# Contribution_Date
#	Date: 2011-01
#--------------------
# Title
#	Study_Name: Uamh an Tartair, Scotland 1000Yr Stalagmite SU967 Stable Isotope Data 
#--------------------
# Investigators
#       Investigators: Baker, A.; Wilson, R.; Fairchild, I.J.; Franke, J.; Spötl, C.; Mattey, D.; Trouet, V.; Fuller, L. 
#--------------------
# Description_and_Notes
#	Description: 
#	Stable isotope (d18O and d13C) data at near-annual resolution  from a stalagmite from northwestern Scotland.  Stalagmite SU967  was micro-milled at 100 micron resolution and analysed for  delta 18O and 13C to obtain a record of these stable isotopes  for the last 1000 years. The same stalagmite contains continuous  annual laminae. The lamina width record has been previously shown  to provide a climate record of rainfall amount and the North  Atlantic Oscillation (Proctor et al. 2000, 2002; Trouet et al. 2009)  and is archived at the WDC. In contrast, delta O-18 and 13-C  cannot be interpreted as simple paleoclimate proxies.  
#	Stalagmite SU967 was milled at 100 micron resolution.  Every fifth sample was extended to provide marker horizons.  The stalagmite was reimaged using UV microscopy to enable  a chronology for the stable isotope series to be built  using the lamina width record. Each milled isotope sample  integrates from <1 yr to c.10 years of speleothem accumulation,  depending on growth rate. The calendar ages given are our best  estimate of the start date for each mill, and therefore apply to  subsequent years where growth rates are slow.  Ages have the  uncertainty of the original laminae chronology as archived  at the WDC (see Proctor et al. 2002). 
#	Uamh an Tartair is part of the Cnoc nan Uamh cave system, 3 km east of Inchnadamph in Assynt, in Northwest Scotland.   UK National Grid Reference NC 276 206 
#--------------------
# Publication 
#       Authors: Baker, A.; Wilson, R.; Fairchild, I.J.; Franke, J.; Spötl, C.; Mattey, D.; Trouet, V.; Fuller, L. 
#       Published_Date_or_Year: 2011
#       Published_Title: High resolution d18O and d13C records from an annually laminated Scottish stalagmite and relationship with last millennium climate. 
#       Journal_Name: Global and Planetary Change.
#       Volume: 
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 10.1016/j.gloplacha.2010.12.007
#       Online_Resource: 
#       Full_Citation: Baker, A., R. Wilson, I.J. Fairchild, J. Franke, C. Spötl, D. Mattey, V. Trouet, and L. Fuller. 2011. High resolution d18O and d13C records from an annually laminated Scottish stalagmite and relationship with last millennium climate. Global and Planetary Change. doi: 10.1016/j.gloplacha.2010.12.007 
#       Abstract: High-resolution (annual to decadal) stable isotope records of oxygen and carbon are analysed from an annually laminated stalagmite from NW Scotland. The sample, which was deposited for ~1000 yrs until 1996 AD, has previously provided annual resolution climate reconstructions of local rainfall and regional winter North Atlantic Oscillation (wNAO) from variations in annual growth rate. For our stalagmite, for which modern cave monitoring demonstrates that equilibrium deposition is highly likely for d18O but not for d13C, stalagmite d13C originally derives from soil CO2 produced predominantly by microbial respiration, modified by degassing-related kinetic fractionation, and d18O from the composition of infiltrating water during periods of infiltrating water. Both the presence of fluorescent laminae and modern drip-water monitoring demonstrate a drip hydrology that comprises both event and storage components. Over the instrumental period, no correlations between stalagmite or rainfall d18O and precipitation amount or temperature are observed, but correlations are observed between rainfall d18O and 500 mb height at regional IAEA monitoring stations. However, no correlations are observed between stalagmite d18O and instrumental and reconstructed atmospheric circulation, preventing a simple palaeoclimate interpretation of the stalagmite d18O proxy. Stalagmite d13C has a stronger temporal autocorrelation than d18O, indicative of soil mixing of respired CO2 and significant variability between drips and at different times; correlations with instrumental climate data are therefore not possible. The relative timing of changes in growth rate, d18O and d13C are discussed, and interpretations compared with other regional climate records. We conclude that, over the last millennium at this mid-latitude cave site, neither d18O nor d13C cannot be interpreted as a simple paleoclimate proxy. 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: NERC
#       Grant: NER/T/S/2002/00986
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Leverhulme Trust International Network
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: European Union FR-6 "Millennium" project
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: European Science Foundation
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Uamh an Tartair Cave, Assynt, Scotland, United Kingdom
#       Location: Europe>Northern Europe>British Isles>United Kingdom
#	Country: United Kingdom
#	Northernmost_Latitude: 58.15
# 	Southernmost_Latitude: 58.15
# 	Easternmost_Longitude: -4.98
# 	Westernmost_Longitude: -4.98
# 	Elevation: 220 m  
#------------------
# Data_Collection   
#	Collection_Name: 11unit01a
#	Earliest_Year: 1004
#	Most_Recent_Year: 1991
#	Time_Unit: y_ad
#	Core_Length: 
#	Notes: 
#------------------
# Species
#	Species_Name: 
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
#
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , , years AD, , , , ,N
##d13C	delta 13 Carbon,,,permil VPDB,,Speleothems,,,N
##d18O	delta 18 Oxygen,,,permil VPDB,,Speleothems,,,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	d13C	d18O
1004	-11.03	-5.08
1013	-10.83	-5.14
1024	-10.97	-5.1
1034	-11	-5.12
1038	-10.97	-5.05
1041	-11.12	-5.17
1044	-11.18	-5.07
1048	-11.24	-5.01
1051	-11.53	-5.28
1054	-11.67	-5.14
1058	-11.8	-5.19
1060	-11.94	-4.96
1063	-12.08	-5.04
1066	-12.06	-5.09
1070	-12.3	-5.04
1073	-12.31	-4.97
1076	-12.35	-4.91
1078	-12.01	-5.13
1080	-12	-4.93
1084	-12.05	-5
1089	-11.91	-4.99
1097	-11.79	-5.09
1102	-11.71	-5.35
1108	-11.46	-5.2
1114	-11.26	-5.37
1119	-11.3	-5.17
1126	-11.35	-5.06
1133	-11.44	-5.02
1142	-11.39	-4.93
1149	-11.08	-5.04
1156	-10.68	-5.02
1164	-10.61	-5.19
1171	-10.76	-5.04
1179	-11.02	-5.42
1187	-11.3	-5.34
1195	-11.28	-5.01
1203	-11.43	-4.96
1208	-11.32	-5.01
1214	-11.61	-5.26
1222	-11.53	-5.2
1229	-11.61	-5.09
1235	-11.37	-5.16
1239	-11.32	-5.02
1245	-11.13	-4.95
1256	-11.09	-5.01
1265	-10.92	-4.91
1277	-10.78	-4.99
1285	-10.62	-4.84
1295	-10.77	-4.88
1303	-10.9	-4.74
1314	-11.06	-4.84
1323	-11.16	-4.95
1331	-11.17	-4.82
1338	-11.45	-4.81
1343	-11.47	-4.71
1346	-11.47	-4.7
1350	-11.3	-4.82
1355	-11.13	-4.99
1358	-10.83	-4.86
1361	-10.98	-4.72
1365	-11.21	-4.75
1368	-10.87	-4.96
1372	-10.99	-4.8
1376	-11	-4.9
1380	-11.12	-4.83
1384	-11.46	-4.97
1388	-11.6	-4.91
1393	-11.72	-4.86
1398	-11.86	-4.67
1402	-11.94	-4.59
1407	-12.03	-4.74
1411	-11.8	-4.72
1416	-11.73	-4.82
1421	-11.64	-4.83
1425	-11.43	-4.77
1430	-11.26	-4.75
1434	-11.41	-4.99
1438	-11.22	-4.91
1441	-11.21	-4.86
1444	-11.39	-4.79
1447	-11.62	-5.03
1450	-11.6	-4.9
1452	-11.66	-4.98
1454	-11.61	-5.09
1456	-11.44	-4.81
1458	-11.37	-4.46
1461	-11.46	-4.59
1463	-11.49	-4.92
1465	-11.41	-4.67
1468	-11.26	-4.53
1470	-10.92	-4.54
1473	-10.6	-4.44
1479	-10.61	-4.55
1483	-10.54	-4.73
1486	-10.64	-4.62
1490	-10.58	-4.63
1494	-10.5	-4.46
1499	-10.64	-4.42
1503	-10.57	-4.44
1507	-10.56	-4.31
1512	-10.45	-4.23
1517	-10.78	-4.6
1521	-10.86	-4.86
1525	-10.72	-4.79
1529	-10.84	-4.74
1532	-10.6	-4.54
1536	-10.63	-4.5
1539	-10.74	-4.68
1545	-10.8	-4.69
1550	-10.79	-4.61
1556	-10.92	-4.77
1559	-11	-4.93
1562	-10.98	-4.78
1565	-11.03	-4.76
1568	-10.98	-4.63
1571	-11.36	-4.55
1575	-11.53	-4.46
1580	-11.8	-4.86
1585	-11.98	-5.21
1588	-11.94	-5.07
1591	-12.04	-5.44
1594	-12.37	-5.35
1596	-12.36	-5.3
1601	-12.07	-5.33
1603	-11.93	-5.09
1606	-12.16	-5
1608	-12.36	-5.03
1609	-12.48	-5.15
1611	-12.43	-5.45
1612	-12.28	-5.32
1614	-12.35	-5.12
1615	-12	-4.82
1617	-11.7	-4.72
1618	-11.67	-5.04
1619	-11.54	-4.76
1620	-11.8	-4.77
1621	-11.65	-4.93
1623	-11.4	-4.99
1625	-11.3	-5.05
1627	-11.71	-5.14
1630	-11.95	-4.9
1632	-11.82	-4.6
1635	-11.73	-4.9
1638	-11.59	-4.58
1645	-11.51	-4.41
1655	-11.3	-4.43
1661	-11.19	-4.29
1665	-11.1	-4.28
1668	-11.08	-4
1671	-11.13	-3.97
1673	-10.88	-4.03
1676	-10.95	-4.02
1678	-10.97	-4.25
1681	-10.84	-4.19
1683	-10.86	-4.18
1685	-10.86	-4.2
1687	-10.78	-4.07
1689	-10.52	-3.95
1691	-10.38	-4.09
1693	-10.38	-3.79
1695	-10.46	-3.95
1698	-10.4	-3.86
1701	-10.39	-3.97
1704	-10.34	-3.93
1707	-10.25	-3.96
1710	-9.94	-3.94
1713	-9.83	-4.07
1716	-9.8	-4.13
1719	-9.82	-4.01
1721	-9.91	-3.97
1722	-9.87	-4.08
1724	-10	-3.92
1726	-10.17	-3.88
1728	-10.29	-3.94
1731	-10.32	-3.95
1733	-10.31	-4.03
1735	-10.28	-3.82
1737	-10.49	-4.1
1739	-10.68	-4.09
1741	-10.87	-4.14
1744	-10.8	-4.25
1747	-10.56	-4.13
1749	-10.45	-4.03
1752	-10.4	-4.01
1754	-10.43	-4
1756	-10.7	-3.9
1758	-10.68	-3.98
1759	-10.58	-4.16
1761	-10.76	-4.2
1763	-10.58	-4.26
1765	-10.43	-4.42
1766	-10.34	-4.42
1767	-10.37	-4.4
1768	-10.33	-4.32
1770	-10.48	-4.29
1771	-10.74	-4.16
1773	-10.61	-4.27
1775	-10.66	-4.24
1777	-10.64	-4.32
1778	-10.63	-4.45
1780	-10.53	-4.42
1781	-10.59	-4.33
1782	-10.71	-4.49
1784	-10.67	-4.55
1785	-10.61	-4.47
1788	-10.62	-4.65
1790	-10.77	-4.7
1791	-10.72	-4.75
1793	-10.7	-4.54
1795	-10.75	-4.48
1797	-10.82	-4.63
1798	-10.95	-4.75
1800	-11.14	-4.65
1802	-11.18	-4.91
1804	-11.17	-4.79
1806	-10.67	-4.74
1807	-10.49	-4.56
1810	-10.33	-4.37
1812	-10.23	-4.27
1815	-10.23	-4.2
1817	-9.89	-4.1
1820	-9.96	-4.13
1823	-9.98	-4.17
1826	-9.81	-4.2
1830	-9.96	-4.07
1833	-9.99	-4.17
1836	-10.03	-4.11
1839	-9.98	-4.06
1842	-9.93	-4.21
1844	-9.92	-4.08
1846	-9.98	-4.24
1848	-9.97	-4.24
1850	-10.03	-4.18
1852	-9.93	-4.51
1854	-9.93	-4.34
1856	-9.91	-4.67
1859	-9.89	-4.74
1862	-9.88	-4.4
1866	-9.97	-4.4
1870	-9.95	-4.19
1873	-10.1	-4.18
1876	-10.32	-4.37
1879	-10.52	-4.45
1882	-10.65	-4.78
1884	-10.72	-4.74
1887	-10.76	-5.05
1891	-10.52	-4.91
1892	-10.31	-4.83
1894	-10.26	-4.87
1897	-10.42	-4.77
1901	-10.49	-4.89
1906	-10.84	-4.99
1912	-11.08	-5.04
1917	-11.24	-5.05
1924	-11.37	-4.94
1929	-11.61	-5.2
1932	-11.84	-5.11
1935	-11.91	-5.19
1937	-12.04	-4.93
1939	-11.85	-4.82
1941	-11.78	-4.81
1942	-11.58	-4.96
1944	-11.49	-5.23
1945	-11.41	-5.29
1947	-11.49	-5.4
1949	-11.28	-5.08
1950	-11.33	-5.12
1952	NAN	-5.03
1954	-11.18	-4.87
1955	-11.13	-4.71
1957	-11.09	-4.82
1959	-11.12	-4.66
1961	-10.99	-4.8
1962	-10.96	-4.76
1964	-10.99	-4.99
1965	-11.07	-5.05
1967	-11.13	-4.97
1969	-11.07	-5.02
1970	-11.27	-4.91
1972	-11.3	-4.78
1973	-11.13	-4.86
1975	-11.07	-5.16
1977	-10.98	-5.06
1978	-10.95	-5.27
1980	-10.67	-5.26
1982	-10.44	-4.82
1987	-10.42	-4.83
1991	-10.55	-4.78
