# Amedee Lighthouse - Elemental Ratios, Isotope, and SST Calibration Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1877:
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/amedee_2002.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Reconstructions
#--------------------
# Contribution_Date
#	Date: 2003-10
#--------------------
# Title
#	Study_Name: Amedee Lighthouse - Elemental Ratios, Isotope, and SST Calibration Data
#--------------------
# Investigators
#       Investigators: Quinn, T.M.; Sampson, D.S. 
#--------------------
# Description_and_Notes
#	Description: Evaluation of elemental ratios and oxygen isotope data from Porites lutea  coral at Am�d�e Island, New Caledonia (22�29S, 166�28E) as proxies for sea surface conditions.  Calibration of 25 year series of measured local  and modeled regional SST and SSS values against coral geochemical proxies.
#--------------------
# Publication 
#       Authors: Quinn, T.M.; Sampson, D.S. 
#       Published_Date_or_Year: 2002     
#       Published_Title: A Multi-Proxy Approach to Reconstructing Sea-Surface Conditions  using Coral Skeleton Geochemistry.
#       Journal_Name: Paleoceanography
#       Volume: 17
#       Edition: 
#       Issue: 4
#       Pages: 1062
#       DOI: 10.1029/2000PA000528
#       Online_Resource: 
#       Full_Citation: Quinn, T. M., and D.S. Sampson, 2002,  A Multi-Proxy Approach to Reconstructing Sea-Surface Conditions  using Coral Skeleton Geochemistry.  Paleoceanography, 17, 4, 1062, doi:10.1029/2000PA000528
#       Abstract: We use elemental ratio (Mg/Ca, Sr/Ca, U/Ca and Ba/Ca) and oxygen isotope data from a Porites lutea coral head collected from offshore Amédée Island, New Caledonia (22°29S, 166°28E) to assess the degree to which changes in these geochemical variables reflect variations in sea surface conditions. We have assessed the robustness of each geochemical proxy by comparing 25 years (1992¿1968) of monthly geochemical variations with a local record of sea surface temperature (SST) and with the appropriate 1° by 1° grid box from a global gridded SST data set. We conclude from our comparison that the most consistent proxies of monthly SST variations at this site are d18O (r2 = -0.84; p = <.0001) and Sr/Ca (r2 = -0.84; p = <.0001). The fidelity of the coral-based Sr/Ca-SST proxy was assessed via calibration- verification exercises at New Caledonia and Rarotonga. The ¿paleoclimate¿ accuracy of the coral Sr/Ca-SST technique is judged to be robust, and the precision of the technique is estimated to be ~0.3° ± 0.5 (2) based on the calibration-verification exercise. In contrast, monthly variations in Mg/Ca and U/Ca ratios are only moderately correlated with monthly SST variations (r2 = 0.55; p = <.0001 for Mg/Ca and r2 = 0.47; p = <.0001). The strength of the correlation between SST and Mg/Ca and U/Ca varies as a function of time, suggesting that variations in these ratios are not a simple function of SST variations. This variability in goodness of fit between U/Ca-SST and Mg/Ca-SST may ultimately limit the use of these ratios as coral paleothermometers. Averaging or stacking individual proxy SST records (Sr/Ca, Mg/Ca and U/Ca) to generate a composite proxy SST record does not necessarily improve the proxy record if the signal-to-noise ratio in each proxy is highly variable. For example, stacking of Sr/Ca-Mg/Ca-U/Ca records at New Caledonia produces a proxy SST time series that has greater standard error than the individual Sr/Ca-SST time series (cf. ordinary least squares standard error of 1.16°C versus 0.86°C). Ba/Ca variations have little correlation with SST, Sr/Ca, Mg/Ca, or U/Ca variations at New Caledonia. In conclusion, variations in oxygen isotopic composition of seawater, calculated by removing the Sr/Ca-based temperature component of the d18O signal, agree reasonably well with observed variations in sea surface salinity, especially at the interannual timescale.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Amédée Island, New Caledonia
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Melanesia>New Caledonia
#	Country: New Caledonia 
#	Northernmost_Latitude: -22.48 
# 	Southernmost_Latitude: -22.48 
# 	Easternmost_Longitude: 166.47 
# 	Westernmost_Longitude: 166.47  
# 	Elevation:   
#------------------
# Data_Collection   
#	Collection_Name: 02newc01b
#	Earliest_Year: 1968
#	Most_Recent_Year: 1992
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: 
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,y_ad, , Corals and Sclerosponges, , ,N
##sst_ORSTOM	sea surface temperature reconstruction, , , degrees C, , Reconstructions, ORSTOM, ,N
##sss_ORSTOM	sea surface salinity reconstruction, , , parts per thousand, , Reconstructions, ORSTOM, ,N
##sst_GISST2	sea surface temperature reconstruction, , , degrees C, , Reconstructions, GISST2, ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	sst_ORSTOM	sss_ORSTOM	sst_GISST2
1992.62	20.89	36.06	22.54
1992.54	21.10	35.92	23.21
1992.46	22.65	35.97	23.95
1992.37	23.50	35.87	24.82
1992.29	24.38	NAN	25.72
1992.21	24.59	NAN	26.14
1992.12	25.52	NAN	26.76
1992.04	24.67	NAN	26.07
1991.96	23.57	NAN	24.95
1991.87	22.30	NAN	23.81
1991.79	21.64	NAN	23.13
1991.71	21.14	36.04	23.16
1991.62	20.51	35.97	22.75
1991.54	21.36	35.91	22.94
1991.46	21.57	35.86	23.58
1991.37	22.13	35.81	24.32
1991.29	23.76	35.59	25.48
1991.21	24.44	35.71	26.31
1991.12	25.88	35.78	26.93
1991.04	24.86	35.84	26.55
1990.96	24.03	35.80	25.56
1990.87	22.89	35.78	24.27
1990.79	21.87	35.98	23.00
1990.71	20.75	35.82	22.53
1990.62	21.27	35.66	22.81
1990.54	21.72	35.67	23.30
1990.46	22.95	35.59	23.97
1990.37	23.67	35.45	25.38
1990.29	24.63	35.41	26.37
1990.21	25.85	34.87	26.68
1990.12	25.89	34.90	27.14
1990.04	25.61	35.16	26.67
1989.96	24.61	35.67	25.84
1989.87	23.50	35.71	24.56
1989.79	22.18	35.63	23.82
1989.71	21.34	35.57	22.60
1989.62	20.88	35.37	22.29
1989.54	21.37	35.42	22.92
1989.46	22.47	35.29	23.53
1989.37	22.64	35.42	24.65
1989.29	23.55	35.34	25.52
1989.21	24.77	35.01	26.21
1989.12	25.12	35.27	26.65
1989.04	25.46	35.35	26.77
1988.96	24.67	35.66	25.91
1988.87	24.54	35.72	25.33
1988.79	23.07	35.95	24.57
1988.71	21.60	35.90	23.09
1988.62	21.43	35.84	23.09
1988.54	21.30	35.87	23.13
1988.46	22.69	35.84	23.79
1988.37	23.56	35.84	25.09
1988.29	24.95	NAN	26.18
1988.21	24.61	NAN	26.19
1988.12	24.99	35.55	26.70
1988.04	24.89	35.47	26.25
1987.96	24.02	35.96	25.19
1987.87	23.07	35.89	24.07
1987.79	22.22	35.87	23.06
1987.71	21.20	35.82	22.47
1987.62	20.72	35.73	22.40
1987.54	20.89	35.84	22.75
1987.46	21.72	35.74	23.31
1987.37	22.76	35.88	24.32
1987.29	23.66	35.95	25.38
1987.21	25.39	35.79	25.97
1987.12	24.46	35.81	26.05
1987.04	24.04	36.52	25.87
1986.96	23.13	35.72	24.93
1986.87	23.16	35.90	24.22
1986.79	22.50	36.24	23.47
1986.71	20.12	35.82	22.68
1986.62	20.33	35.71	22.44
1986.54	20.87	35.58	22.98
1986.46	22.09	35.41	23.73
1986.37	23.16	35.35	24.67
1986.29	23.80	35.39	25.57
1986.21	25.40	35.22	26.52
1986.12	27.00	35.65	27.38
1986.04	26.25	36.16	26.97
1985.96	24.36	35.69	25.74
1985.87	22.94	35.61	24.63
1985.79	22.53	35.54	23.11
1985.71	20.72	35.75	22.96
1985.62	20.05	35.85	22.31
1985.54	20.83	35.77	22.77
1985.46	21.96	35.69	23.91
1985.37	23.80	35.48	25.31
1985.29	25.19	35.44	26.33
1985.21	25.47	35.65	26.82
1985.12	26.63	35.67	27.61
1985.04	26.01	35.48	27.05
1984.96	25.71	35.67	26.25
1984.87	23.71	35.50	24.25
1984.79	22.29	35.95	23.01
1984.71	21.63	35.98	22.82
1984.62	21.12	35.93	22.48
1984.54	21.28	35.90	23.09
1984.46	21.73	35.64	23.50
1984.37	23.32	36.05	24.89
1984.29	24.34	35.92	26.01
1984.21	25.32	35.73	26.38
1984.12	24.90	35.77	25.84
1984.04	24.80	35.76	25.38
1983.96	23.57	35.99	24.88
1983.87	24.34	35.88	24.40
1983.79	22.74	35.94	23.35
1983.71	21.67	35.85	22.56
1983.62	20.35	35.84	21.63
1983.54	21.50	35.70	22.48
1983.46	22.63	35.59	23.65
1983.37	23.86	35.49	25.52
1983.29	25.77	35.36	26.29
1983.21	25.68	35.19	26.25
1983.12	25.51	35.20	26.46
1983.04	25.74	35.36	25.93
1982.96	24.33	35.65	25.07
1982.87	23.69	35.80	23.55
1982.79	22.76	35.82	22.45
1982.71	20.62	35.80	21.91
1982.62	19.82	35.95	21.88
1982.54	20.63	35.76	22.37
1982.46	22.05	35.72	23.37
1982.37	23.02	35.64	24.17
1982.29	23.98	35.57	25.13
1982.21	24.79	NAN	26.18
1982.12	25.34	NAN	26.82
1982.04	26.26	NAN	27.32
1981.96	24.27	NAN	25.69
1981.87	21.67	35.89	24.07
1981.79	21.86	35.98	23.01
1981.71	20.64	36.05	22.48
1981.62	20.71	35.82	22.32
1981.54	19.58	35.59	23.05
1981.46	22.47	35.75	24.02
1981.37	23.46	35.58	25.08
1981.29	24.70	35.63	26.23
1981.21	25.28	35.48	27.06
1981.12	26.01	35.55	27.27
1981.04	25.67	35.82	26.56
1980.96	24.06	35.83	25.17
1980.87	22.95	35.90	24.34
1980.79	23.00	35.86	23.35
1980.71	21.40	35.91	22.30
1980.62	21.36	35.74	22.06
1980.54	21.80	35.78	22.63
1980.46	22.92	35.76	23.76
1980.37	23.81	35.66	24.99
1980.29	24.71	35.66	25.95
1980.21	26.97	35.66	27.24
1980.12	27.50	35.69	27.67
1980.04	26.04	35.80	27.20
1979.96	24.90	35.92	26.07
